ФИО аудитора ПАБ;Должность (профессия) аудитора ПАБ;Дата проведения ПАБ;Стаж аудитора ПАБ в занимаемой должности (профессии), лет;Возраст аудитора ПАБ, лет;Продолжительность междувахтового отдыха аудитора ПАБ, предшествующего вахте (в днях);Продолжительность вахты аудитора ПАБ, дней;Нахождение на рабочей вахте аудитора ПАБ после прилёта в день проведения ПАБ (в днях);ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Количество_выявленных_опасных_действий;;;num
39;3;19.10.2024;16;52;31;31;10;127;3;6;4;34;2;38;67;-5;3;23,54;2;2,554;1;34;1;10;0;0;0;;;579
39;3;19.10.2024;16;52;31;31;10;44;3;23;5;43;3;40;52;3;3;23,2;2;2,671;2;35;1;10;0;0;0;;;580
39;3;19.10.2024;16;52;31;31;10;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;5;0;10;0;0;0;;;581
9;2;20.10.2024;3;31;32;29;26;48;2;10;4;35;2;46;46;0;3;26,47;3;2,681;2;40;1;10;0;0;0;;;582
49;4;21.10.2024;15;54;31;30;13;17;4;23;5;46;4;32;56;-18;2;30,93;3;2,961;2;12;0;10;0;0;0;;;583
7;1;21.10.2024;15;52;48;44;42;53;4;6;4;39;3;44;48;-9;3;24,04;2;2,656;2;42;1;10;0;0;0;;;584
7;1;21.10.2024;15;52;48;44;42;131;4;34;6;54;4;29;47;3;3;30,86;3;3,073;2;28;1;10;0;0;0;;;585
7;1;19.10.2024;15;52;48;44;40;165;4;25;5;46;4;42;61;-9;3;24,21;2;2,758;2;35;1;10;0;0;0;;;586
7;1;19.10.2024;15;52;48;44;40;59;4;15;4;45;3;45;35;-1;3;24,44;2;2,753;2;25;0;10;0;0;0;;;587
7;1;17.10.2024;15;52;48;44;38;53;4;6;4;39;3;44;48;-9;3;24,04;2;2,656;2;38;1;10;0;0;0;;;588
7;1;17.10.2024;15;52;48;44;38;93;4;18;5;44;3;28;40;-9;3;26,58;3;2,807;2;23;0;10;0;0;0;;;589
51;12;22.10.2024;34;55;32;31;10;87;7;23;5;57;5;30;68;-12;2;27,47;3;3,002;2;7;0;10;0;0;0;;;590
51;12;22.10.2024;34;55;32;31;10;123;7;30;5;52;4;42;30;-9;3;25,66;3;2,878;2;17;0;10;0;0;0;;;591
29;5;24.10.2024;4;40;42;50;17;148;5;13;4;52;4;45;46;-4;3;23.32;3;2.838;4;1;0;10;0;0;0;;;592
36;9;23.10.2024;15;50;35;30;8;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;16;0;10;0;0;0;;;593
43;10;28.10.2024;33;55;51;32;14;212;3;24;5;46;4;45;47;4;3;27,78;3;2,857;2;34;1;10;0;0;0;;;594
17;2;02.11.2024;3;30;31;30;9;15;2;8;4;32;2;30;31;2;3;26,32;3;2,616;2;9;0;11;0;0;1;;;595
17;2;02.11.2024;3;30;31;30;9;16;2;5;3;28;2;45;47;-1;3;36,13;3;2,88;2;40;1;11;0;0;1;;;596
17;2;01.11.2024;3;30;31;30;8;15;2;8;4;32;2;30;31;2;3;26,32;3;2,616;2;8;0;11;0;0;0;;;597
17;2;01.11.2024;3;30;31;30;8;124;2;12;4;37;3;30;31;6;3;27,78;3;2,745;2;23;0;11;0;0;0;;;598
5;1;05.11.2024;8;53;25;45;10;16;2;5;3;28;2;45;47;-1;3;36,13;3;2,88;2;43;1;11;0;1;0;;;599
10;2;06.11.2024;1;33;28;33;15;16;2;5;3;28;2;45;47;-1;3;36,13;3;2,88;2;44;1;11;0;0;0;;;600
43;10;07.11.2024;33;55;51;32;24;94;3;1;1;24;1;45;16;-1;3;29,39;3;2,608;2;30;1;11;0;0;0;;;601
39;3;07.11.2024;16;52;31;31;29;106;3;30;5;49;4;31;46;-10;3;26,3;3;2,854;2;42;1;11;0;0;0;;;602
39;3;07.11.2024;16;52;31;31;29;212;3;24;5;46;4;45;47;4;3;27,78;3;2,857;2;44;1;11;0;0;0;;;603
39;3;07.11.2024;16;52;31;31;29;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;24;0;11;0;0;0;;;604
39;3;02.11.2024;16;52;31;31;24;212;3;24;5;46;4;45;47;4;3;27,78;3;2,857;2;39;1;11;0;0;0;;;605
30;5;04.11.2024;16;52;29;32;21;208;7;20;5;44;3;35;57;10;3;30,19;3;2,929;2;27;1;11;0;0;0;;;606
43;10;10.11.2024;33;55;51;32;27;193;3;8;4;29;2;19;89;-10;3;24,69;2;2,543;1;3;0;11;0;0;0;;;607
2;11;05.11.2024;23;46;56;32;27;103;4;8;4;45;3;45;106;-10;3;32,66;3;2,969;2;42;1;11;0;1;0;;;608
2;11;05.11.2024;23;46;56;32;27;59;4;15;4;45;3;45;32;-1;3;24,44;2;2,753;2;42;1;11;0;1;0;;;609
2;11;05.11.2024;23;46;56;32;27;183;4;1;1;23;1;24;28;1;3;21,98;2;2,364;1;14;0;11;0;1;0;;;610
2;11;06.11.2024;23;46;56;32;28;183;4;1;1;23;1;24;28;1;3;21,98;2;2,364;1;15;0;11;0;0;0;;;611
2;11;06.11.2024;23;46;56;32;28;164;4;15;4;40;3;29;32;-2;3;26,2;3;2,728;2;26;1;11;0;0;0;;;612
51;12;11.11.2024;34;55;32;31;30;153;7;24;5;53;4;35;56;-17;2;27,77;3;2,969;2;2;0;11;0;0;0;;;613
51;12;11.11.2024;34;55;32;31;30;201;7;14;4;45;3;30;31;1;3;29,05;3;2,879;2;27;1;11;0;0;0;;;614
30;5;11.11.2024;16;52;29;32;28;153;7;24;5;53;4;35;56;-17;2;27,77;3;2,969;2;2;0;11;0;0;0;;;615
30;5;11.11.2024;16;52;29;32;28;201;7;14;4;45;3;30;31;1;3;29,05;3;2,879;2;27;1;11;0;0;0;;;616
30;5;11.11.2024;16;52;29;32;28;86;7;18;5;37;3;31;30;-25;2;26,79;3;2,718;2;16;0;11;0;0;0;;;617
29;5;02.11.2024;4;40;42;50;26;180;5;15;4;50;4;30;35;0;3;25,5;3;2,864;2;18;0;11;0;0;0;;;618
29;5;04.11.2024;4;40;42;50;28;148;5;13;4;52;4;45;46;-4;3;23.32;3;2.838;4;28;1;11;0;0;0;;;619
29;5;09.11.2024;4;40;42;50;33;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;33;1;11;0;0;0;;;620
42;3;12.11.2024;4;34;27;34;5;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;29;1;11;0;0;0;;;621
6;2;15.11.2024;8;37;32;44;6;130;2;4;3;31;2;27;66;-3;3;22,88;2;2,508;1;1;0;11;0;0;5;;;622
6;2;15.11.2024;8;37;32;44;6;143;2;6;4;29;2;30;62;6;3;27,7;3;2,619;2;22;0;11;0;0;5;;;623
6;2;16.11.2024;8;37;32;44;7;194;4;22;5;49;4;30;44;-10;3;32,1;3;3,034;2;23;0;11;0;0;4;;;624
6;2;16.11.2024;8;37;32;44;7;60;4;6;4;38;3;23;23;9;3;30,78;3;2,826;2;5;0;11;0;0;4;;;625
42;3;18.11.2024;4;34;27;34;11;214;3;29;5;48;4;35;26;-10;3;25,71;3;2,84;2;27;1;11;0;0;0;;;626
42;3;18.11.2024;4;34;27;34;11;198;3;11;4;50;4;29;38;-19;2;21,22;2;2,706;2;3;0;11;0;0;0;;;627
38;4;15.11.2024;1;40;33;43;6;194;4;22;5;49;4;30;44;-10;3;32,1;3;3,034;2;22;0;11;0;0;0;;;628
38;4;19.11.2024;1;40;33;43;10;105;4;13;4;48;4;31;39;1;3;27,7;3;2,885;2;3;0;11;0;0;0;;;629
38;4;23.11.2024;1;40;33;43;14;167;4;24;5;47;4;33;58;7;3;30,86;3;2,961;2;12;0;11;0;0;0;;;630
15;5;23.11.2024;16;53;31;30;9;153;7;24;5;53;4;35;56;-17;2;27,77;3;2,969;2;2;0;11;0;0;0;;;631
15;5;23.11.2024;16;53;31;30;9;111;7;1;1;22;1;28;35;8;3;21,13;2;2,337;1;4;0;11;0;0;0;;;632
15;5;23.11.2024;16;53;31;30;9;29;7;31;6;56;5;29;32;-8;3;29,83;3;3,06;2;8;0;11;0;0;0;;;633
15;5;23.11.2024;16;53;31;30;9;95;7;17;5;39;3;27;28;-37;1;28,68;3;2,8;2;12;0;11;0;0;0;;;634
12;2;26.11.2024;9;38;29;23;4;90;2;5;3;25;1;33;64;-6;3;20,81;2;2,347;1;15;0;11;0;0;0;;;635
12;2;26.11.2024;9;38;29;23;4;57;2;4;3;36;3;29;32;5;3;25,5;3;2,668;2;2;0;11;0;0;0;;;636
12;2;29.11.2024;9;38;29;23;7;68;1;4;3;36;3;31;32;2;3;26,44;3;2,69;2;19;0;11;0;0;0;;;637
12;2;29.11.2024;9;38;29;23;7;23;2;9;4;32;2;28;61;-2;3;23,18;2;2,549;1;3;0;11;0;0;0;;;638
9;2;30.11.2024;3;31;32;29;6;107;2;3;2;27;2;37;28;2;3;22,92;2;2,456;1;4;0;11;0;0;0;;;639
9;2;30.11.2024;3;31;32;29;6;90;2;5;3;25;1;33;64;-6;3;20,81;2;2,347;1;19;0;11;0;0;0;;;640
42;3;02.12.2024;4;34;27;34;25;44;3;23;5;43;3;32;29;3;3;23,2;2;2,671;2;10;0;12;0;0;0;;;641
42;3;06.12.2024;4;34;27;34;29;127;3;6;4;34;2;23;23;-5;3;23,54;2;2,554;1;21;0;12;0;0;0;;;642
18;6;07.12.2024;1;38;32;48;13;104;2;3;2;24;1;30;49;-7;3;22,04;2;2,414;1;2;0;12;0;0;0;;;643
38;4;02.12.2024;1;40;33;43;23;25;4;3;2;38;3;38;84;-6;3;25,86;3;2,7;2;25;0;12;0;0;0;;;644
38;4;02.12.2024;1;40;33;43;23;60;4;6;4;38;3;27;34;9;3;30,78;3;2,826;2;21;0;12;0;0;0;;;645
12;2;10.12.2024;9;38;29;23;18;200;4;24;5;55;4;42;108;4;3;29,4;3;3,042;2;14;0;12;0;0;0;;;646
12;2;10.12.2024;9;38;29;23;18;25;4;3;2;38;3;38;84;-6;3;25,86;3;2,7;2;33;1;12;0;0;0;;;647
47;5;11.12.2024;13;41;46;47;15;158;2;8;4;34;2;29;32;-9;3;26,12;3;2,644;2;15;0;12;0;0;0;;;648
47;5;11.12.2024;13;41;46;47;15;88;5;8;4;57;5;45;56;-31;1;25,76;3;2,957;2;1;0;12;0;0;0;;;649
47;5;10.12.2024;13;41;46;47;14;158;2;8;4;34;2;29;32;-9;3;26,12;3;2,644;2;14;0;12;0;0;0;;;650
47;5;10.12.2024;13;41;46;47;14;88;5;8;4;57;5;45;56;-31;1;25,76;3;2,957;2;1;0;12;0;0;0;;;651
15;5;12.12.2024;16;53;30;31;28;79;7;24;5;48;4;30;94;-6;3;34,72;3;3,9;4;16;0;12;0;0;0;;;652
6;2;12.12.2024;8;37;32;44;33;90;2;5;3;25;1;33;64;-6;3;20,81;2;2,347;1;31;1;12;0;0;3;;;653
6;2;12.12.2024;8;37;32;44;33;57;2;4;3;36;3;29;32;5;3;25,5;3;2,668;2;18;0;12;0;0;3;;;654
6;2;12.12.2024;8;37;32;44;33;107;2;3;2;27;2;37;28;2;3;22,92;2;2,456;1;16;0;12;0;0;3;;;655
36;9;21.12.2024;15;50;31;30;6;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;42;1;12;0;0;0;;;656
36;9;19.12.2024;15;50;31;30;4;134;5;29;5;57;5;44;61;-32;1;37,18;3;3,277;3;8;0;12;0;0;0;;;657
9;2;18.12.2024;3;31;32;29;24;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;3;0;12;0;0;0;;;658
9;2;17.12.2024;3;31;32;29;23;16;2;5;3;28;2;45;47;-1;3;36,13;3;2,88;2;9;0;12;0;0;0;;;659
43;10;20.12.2024;33;55;29;32;6;163;3;13;4;36;3;29;47;-12;2;21,36;2;2,555;1;27;1;12;0;0;0;;;660
16;7;23.12.2024;8;43;30;49;23;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;8;0;12;0;0;0;;;661
16;7;23.12.2024;8;43;30;49;23;83;2;10;4;32;2;36;57;-1;3;23,45;2;2,549;1;16;0;12;0;0;0;;;662
17;2;19.12.2024;3;30;22;30;4;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;4;0;12;0;0;0;;;663
17;2;19.12.2024;3;30;22;30;4;57;2;4;3;36;3;29;32;5;3;25,5;3;2,668;2;25;0;12;0;0;0;;;664
17;2;21.12.2024;3;30;22;30;6;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;6;0;12;0;0;0;;;665
17;2;21.12.2024;3;30;22;30;6;23;2;9;4;32;2;28;61;-2;3;23,18;2;2,549;1;25;0;12;0;0;0;;;666
43;10;23.12.2024;33;55;29;32;9;138;3;16;5;43;3;44;75;-10;3;29,03;3;2,851;2;29;1;12;0;0;0;;;667
10;2;24.12.2024;1;33;28;33;2;150;1;2;2;32;2;44;78;3;3;29.74;3;2.715;4;16;0;12;0;0;4;;;668
10;2;24.12.2024;1;33;28;33;2;64;1;11;4;36;3;33;41;-3;3;30.67;3;2,798;2;2;0;12;0;0;4;;;669
10;2;27.06.2024;1;33;28;33;2;157;2;8;4;33;2;29;62;-8;3;26,12;3;2,644;2;3;0;6;0;0;2;;;670
10;2;28.06.2024;1;33;28;33;2;135;2;17;5;53;4;28;33;-2;3;26,3;3;2,924;2;2;0;6;0;0;0;;;671
10;2;05.11.2024;1;33;28;33;2;135;2;17;5;53;4;29;32;-2;3;26,3;3;2,924;2;10;0;11;0;0;0;;;672
10;2;10.11.2024;1;33;28;33;2;151;2;8;4;33;2;36;31;0;3;20,45;2;2,464;1;32;1;11;0;0;3;;;673
47;5;16.04.2024;13;41;29;31;21;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;1;0;4;0;0;0;;;674
29;5;11.05.2024;4;40;27;54;19;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;26;1;5;0;0;0;;;675
47;5;11.07.2024;13;41;49;42;27;158;5;28;5;55;4;30;56;-9;3;26,49;3;2,961;2;2;0;7;0;0;0;;;676
47;5;23.07.2024;13;41;49;42;39;158;5;28;5;55;4;30;56;-9;3;26,49;3;2,961;2;14;0;7;0;0;0;;;677
29;5;05.08.2024;4;40;41;31;10;158;5;28;5;55;4;30;56;-9;3;26,49;3;2,961;2;27;1;8;0;0;0;;;678
47;5;17.09.2024;13;41;31;46;22;158;5;28;5;55;4;29;38;-9;3;26,49;3;2,961;2;2;0;9;0;0;0;;;679
47;5;30.09.2024;13;41;31;46;35;158;5;28;5;55;4;29;38;-9;3;26,49;3;2,961;2;15;0;9;0;0;0;;;680
29;5;10.10.2024;4;40;42;50;3;158;5;28;5;55;4;29;38;-9;3;26,49;3;2,961;2;25;0;10;0;0;0;;;681
29;5;16.11.2024;4;40;42;50;40;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;1;0;11;0;0;0;;;682
29;5;25.11.2024;4;40;42;50;49;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;10;0;11;0;0;0;;;683
47;5;02.12.2024;13;41;46;47;6;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;17;0;12;0;0;0;;;684
47;5;05.04.2024;13;41;29;31;10;113;5;9;4;42;3;24;40;3;3;22,72;2;2,671;2;14;0;4;0;0;0;;;685
47;5;14.04.2024;13;41;29;31;19;113;5;9;4;42;3;24;40;3;3;22,72;2;2,671;2;23;0;4;0;0;0;;;686
29;5;11.05.2024;4;40;27;54;19;113;5;9;4;42;3;32;25;3;3;22,72;2;2,671;2;1;0;5;0;0;0;;;687
29;5;13.05.2024;4;40;27;54;21;113;5;9;4;42;3;32;25;3;3;22,72;2;2,671;2;3;0;5;0;0;0;;;688
29;5;09.06.2024;4;40;27;54;48;113;5;9;4;42;3;32;25;3;3;22,72;2;2,671;2;30;1;6;0;0;0;;;689
47;5;11.07.2024;13;41;49;42;27;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;1;0;7;0;0;0;;;690
47;5;25.07.2024;13;41;49;42;41;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;15;0;7;0;0;0;;;691
29;5;07.08.2024;4;40;41;31;12;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;28;1;8;0;0;0;;;692
47;5;08.10.2024;13;41;31;46;43;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;1;0;10;0;0;0;;;693
29;5;21.10.2024;4;40;42;50;14;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;14;0;10;0;0;0;;;694
29;5;01.11.2024;4;40;42;50;25;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;25;0;11;0;0;0;;;695
47;5;02.04.2024;13;41;29;31;7;34;5;5;3;30;2;47;74;-28;2;28,41;3;2,665;2;9;0;4;0;0;0;;;696
29;5;02.05.2024;4;40;27;54;10;34;5;5;3;30;2;47;74;-28;2;28,41;3;2,665;2;39;1;5;0;1;0;;;697
47;5;29.06.2024;13;41;49;42;15;34;5;5;3;30;2;20;45;-28;2;28,41;3;2,665;2;5;0;6;0;0;0;;;698
47;5;26.06.2024;13;41;49;42;12;34;5;5;3;30;2;20;45;-28;2;28,41;3;2,665;2;5;0;6;0;0;0;;;699
47;5;12.07.2024;13;41;49;42;28;34;5;5;3;30;2;20;45;-28;2;28,41;3;2,665;2;18;0;7;0;0;0;;;700
47;5;15.04.2024;13;41;29;31;20;34;5;5;3;30;2;47;74;-28;2;28,41;3;2,665;2;22;0;4;0;0;0;;;701
29;5;10.08.2024;4;40;41;31;15;34;5;5;3;30;2;32;26;-28;2;28,41;3;2,665;2;1;0;8;0;0;0;;;702
29;5;23.08.2024;4;40;41;31;28;34;5;5;3;30;2;32;26;-28;2;28,41;3;2,665;2;14;0;8;0;0;0;;;703
47;5;08.09.2024;13;41;31;46;13;34;5;5;3;30;2;32;26;-28;2;28,41;3;2,665;2;30;1;9;0;0;0;;;704
29;5;10.11.2024;4;40;42;50;34;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;1;0;11;0;0;0;;;705
29;5;18.11.2024;4;40;42;50;42;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;9;0;11;0;0;0;;;706
29;5;22.11.2024;4;40;42;50;46;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;13;0;11;0;0;0;;;707
47;5;02.12.2024;13;41;46;47;6;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;23;0;12;0;0;0;;;708
39;3;17.02.2024;16;52;41;46;24;197;3;4;3;29;2;21;21;2;3;24,69;2;2,543;1;2;0;2;0;0;0;;;709
39;3;26.02.2024;16;52;41;46;33;197;3;4;3;29;2;21;21;2;3;24,69;2;2,543;1;11;0;2;0;0;0;;;710
39;3;05.03.2024;16;52;41;46;41;197;3;4;3;29;2;21;21;2;3;24,69;2;2,543;1;19;0;3;0;0;0;;;711
42;3;08.05.2024;4;34;26;33;1;197;3;4;3;29;2;35;61;2;3;24,69;2;2,543;1;1;0;5;0;0;1;;;712
42;3;27.05.2024;4;34;26;33;20;197;3;4;3;29;2;35;61;2;3;24,69;2;2,543;1;20;0;5;0;0;0;;;713
42;3;27.05.2024;4;34;26;33;20;94;3;1;1;23;1;30;31;-1;3;29,39;3;2,608;2;19;0;5;0;0;0;;;714
42;3;08.06.2024;4;34;26;33;32;197;3;4;3;29;2;35;61;2;3;24,69;2;2,543;1;32;1;6;0;0;0;;;715
42;3;10.07.2024;4;34;28;35;3;197;3;4;3;29;2;37;28;2;3;24,69;2;2,543;1;1;0;7;0;0;1;;;716
42;3;25.07.2024;4;34;28;35;18;197;3;4;3;29;2;37;28;2;3;24,69;2;2,543;1;16;0;7;0;0;0;;;717
42;3;10.08.2024;4;34;28;35;34;197;3;4;3;29;2;37;28;2;3;24,69;2;2,543;1;32;1;8;0;0;0;;;718
42;3;13.11.2024;4;34;27;34;6;197;3;4;3;29;2;32;89;2;3;24,69;2;2,543;1;1;0;11;0;0;1;;;719
42;3;29.11.2024;4;34;27;34;22;197;3;4;3;29;2;32;89;2;3;24,69;2;2,543;1;17;0;11;0;0;0;;;720
39;3;18.04.2024;16;52;30;31;9;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;4;0;4;0;0;0;;;721
39;3;02.05.2024;16;52;30;31;23;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;18;0;5;0;1;0;;;722
42;3;14.05.2024;4;34;26;33;7;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;30;1;5;0;0;0;;;723
42;3;23.05.2024;4;34;26;33;16;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;39;1;5;0;0;0;;;724
42;3;23.07.2024;4;34;28;35;16;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;1;0;7;0;0;1;;;725
42;3;10.08.2024;4;34;28;35;34;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;19;0;8;0;0;0;;;726
39;3;15.08.2024;16;52;32;30;6;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;24;0;8;0;0;0;;;727
39;3;21.10.2024;16;52;31;31;12;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;7;0;10;0;0;0;;;728
39;3;01.11.2024;16;52;31;31;23;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;18;0;11;0;0;0;;;729
42;3;14.11.2024;4;34;27;34;7;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;31;1;11;0;0;1;;;730
42;3;27.03.2024;4;34;44;32;17;163;3;13;4;35;2;45;30;-12;2;21,36;2;2,555;1;4;0;3;0;0;0;;;731
42;3;09.04.2024;4;34;44;32;30;163;3;13;4;35;2;45;30;-12;2;21,36;2;2,555;1;17;0;4;0;0;0;;;732
39;3;02.05.2024;16;52;30;31;23;163;3;13;4;35;2;45;30;-12;2;21,36;2;2,555;1;40;1;5;0;1;0;;;733
39;3;24.06.2024;16;52;30;29;15;163;3;13;4;35;2;29;47;-12;2;21,36;2;2,555;1;1;0;6;0;0;0;;;734
42;3;08.07.2024;4;34;28;35;1;163;3;13;4;35;2;29;47;-12;2;21,36;2;2,555;1;15;0;7;0;0;0;;;735
42;3;20.07.2024;4;34;28;35;13;163;3;13;4;35;2;29;47;-12;2;21,36;2;2,555;1;27;1;7;0;0;0;;;736
39;3;27.08.2024;16;52;32;30;18;163;3;13;4;35;2;45;32;-12;2;21,36;2;2,555;1;4;0;8;0;0;0;;;737
42;3;16.09.2024;4;34;27;34;9;163;3;13;4;35;2;45;32;-12;2;21,36;2;2,555;1;24;0;9;0;0;0;;;738
42;3;04.10.2024;4;34;27;34;27;163;3;13;4;36;3;45;32;-12;2;21,36;2;2,555;1;42;1;10;0;0;3;;;739
42;3;24.11.2024;4;34;27;34;17;163;3;13;4;36;3;29;47;-12;2;21,36;2;2,555;1;1;0;11;0;0;0;;;740
15;5;11.03.2024;16;53;30;30;26;174;7;33;6;55;4;30;30;-23;2;34,02;3;3,168;3;3;0;3;0;0;0;;;741
30;5;25.03.2024;16;52;28;32;11;174;7;33;6;55;4;30;30;-23;2;34,02;3;3,168;3;17;0;3;0;0;0;;;742
30;5;31.03.2024;16;52;28;32;17;174;7;33;6;55;4;30;30;-23;2;34,02;3;3,168;3;23;0;3;0;0;0;;;743
30;5;07.06.2024;16;52;29;41;24;174;7;33;6;55;4;45;31;-23;2;34,02;3;3,168;3;30;1;6;0;0;0;;;744
30;5;07.06.2024;16;52;29;41;36;174;7;33;6;55;4;45;31;-23;2;34,02;3;3,168;3;42;1;6;0;0;0;;;745
30;5;13.09.2024;16;52;44;39;37;174;7;33;6;56;5;29;78;-23;2;34,02;3;3,168;3;5;0;9;0;0;0;;;746
15;5;25.09.2024;16;53;36;31;11;174;7;33;6;56;5;29;78;-23;2;34,02;3;3,168;3;17;0;9;0;0;0;;;747
15;5;04.10.2024;16;53;36;31;20;174;7;33;6;56;5;29;78;-23;2;34,02;3;3,168;3;26;1;10;0;0;0;;;748
15;5;10.12.2024;16;53;30;31;26;174;7;33;6;56;5;29;62;-23;2;34,02;3;3,168;3;2;0;12;0;0;0;;;749
15;5;12.03.2024;16;53;30;30;27;51;7;13;4;42;3;28;26;-10;3;25,99;3;2,761;2;1;0;3;0;0;0;;;750
30;5;21.12.2024;16;52;29;32;7;174;7;33;6;56;5;29;62;-23;2;34,02;3;3,168;3;13;0;12;0;0;0;;;751
30;5;21.12.2024;16;52;29;32;7;210;7;34;6;56;5;31;32;-10;3;30,11;3;3,06;2;7;0;12;0;0;0;;;752
30;5;19.03.2024;16;52;28;32;5;51;7;13;4;42;3;28;26;-10;3;25,99;3;2,761;2;8;0;3;0;0;0;;;753
30;5;28.03.2024;16;52;28;32;14;51;7;13;4;42;3;28;26;-10;3;25,99;3;2,761;2;17;0;3;0;0;0;;;754
15;5;11.05.2024;16;53;30;31;27;51;7;13;4;42;3;30;31;-10;3;25,99;3;2,761;2;2;0;5;0;0;0;;;755
30;5;31.05.2024;16;52;29;41;17;51;7;13;4;42;3;30;31;-10;3;25,99;3;2,761;2;22;0;5;0;0;0;;;756
30;5;07.06.2024;16;52;29;41;24;51;7;13;4;42;3;30;31;-10;3;25,99;3;2,761;2;29;1;6;0;0;0;;;757
30;5;01.09.2024;16;52;44;39;25;51;7;13;4;42;3;30;77;-10;3;25,99;3;2,761;2;8;0;9;0;0;0;;;758
15;5;17.09.2024;16;53;36;31;3;51;7;13;4;42;3;30;77;-10;3;25,99;3;2,761;2;24;0;9;0;0;0;;;759
15;5;21.09.2024;16;53;36;31;7;51;7;13;4;42;3;30;77;-10;3;25,99;3;2,761;2;28;1;9;0;0;0;;;760
15;5;26.11.2024;16;53;30;31;12;51;7;13;4;43;3;44;62;-10;3;25,99;3;2,761;2;2;0;11;0;0;0;;;761
15;5;12.12.2024;16;53;30;31;28;51;7;13;4;43;3;44;62;-10;3;25,99;3;2,761;2;18;0;12;0;0;0;;;762
30;5;26.12.2024;16;52;29;32;12;51;7;13;4;43;3;44;62;-10;3;25,99;3;2,761;2;32;1;12;0;0;0;;;763
15;5;23.04.2024;16;53;30;31;9;28;7;5;3;27;2;25;38;-5;3;28,08;3;2,614;2;8;0;4;0;0;0;;;764
15;5;02.05.2024;16;53;30;31;18;28;7;5;3;27;2;25;38;-5;3;28,08;3;2,614;2;17;0;5;0;1;0;;;765
15;5;08.05.2024;16;53;30;31;24;28;7;5;3;27;2;25;38;-5;3;28,08;3;2,614;2;23;0;5;0;0;0;;;766
15;5;11.07.2024;16;53;38;48;19;28;7;5;3;27;2;45;60;-5;3;28,08;3;2,614;2;2;0;7;0;0;0;;;767
15;5;11.07.2024;16;53;38;48;35;28;7;5;3;27;2;45;60;-5;3;28,08;3;2,614;2;18;0;7;0;0;0;;;768
30;5;15.08.2024;16;52;44;39;8;28;7;5;3;27;2;45;60;-5;3;28,08;3;2,614;2;37;1;8;0;0;0;;;769
15;5;17.09.2024;16;53;36;31;3;28;7;5;3;27;2;42;19;-5;3;28,08;3;2,614;2;6;0;9;0;0;0;;;770
15;5;26.09.2024;16;53;36;31;12;28;7;5;3;27;2;42;19;-5;3;28,08;3;2,614;2;15;0;9;0;0;0;;;771
30;5;22.10.2024;16;52;29;32;8;28;7;5;3;27;2;42;19;-5;3;28,08;3;2,614;2;41;1;10;0;0;0;;;772
