ФИО_аудитора_ПАБ;Должность_(профессия)_аудитора_ПАБ;Дата_проведения_ПАБ;Стаж_аудитора_ПАБ;Возраст_аудитора_ПАБ;Продолжительность_междувахтового_отдыха_аудитора_ПАБ;Продолжительность_вахты аудитора_ПАБ;Время_на_вахте_аудитора_ПАБ;ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Выявленные_опасные_действия
30;5;11.11.2024;16;52;29;32;28;86;7;18;5;37;3;31;30;-25;2;26,79;3;2,718;2;16;0;11;0;0;0
29;5;02.11.2024;4;40;42;50;26;180;5;15;4;50;4;30;35;0;3;25,5;3;2,864;2;18;0;11;0;0;0
29;5;04.11.2024;4;40;42;50;28;148;5;13;4;52;4;45;46;-4;3;23,32;3;2,838;4;28;1;11;0;0;0
29;5;09.11.2024;4;40;42;50;33;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;33;1;11;0;0;0
42;3;12.11.2024;4;34;27;34;5;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;29;1;11;0;0;0
6;2;15.11.2024;8;37;32;44;6;130;2;4;3;31;2;27;66;-3;3;22,88;2;2,508;1;1;0;11;0;0;1
6;2;15.11.2024;8;37;32;44;6;143;2;6;4;29;2;30;62;6;3;27,7;3;2,619;2;22;0;11;0;0;1
6;2;16.11.2024;8;37;32;44;7;194;4;22;5;49;4;30;44;-10;3;32,1;3;3,034;2;23;0;11;0;0;1
6;2;16.11.2024;8;37;32;44;7;60;4;6;4;38;3;23;23;9;3;30,78;3;2,826;2;5;0;11;0;0;1
42;3;18.11.2024;4;34;27;34;11;214;3;29;5;48;4;35;26;-10;3;25,71;3;2,84;2;27;1;11;0;0;0
42;3;18.11.2024;4;34;27;34;11;198;3;11;4;50;4;29;38;-19;2;21,22;2;2,706;2;3;0;11;0;0;0
38;4;15.11.2024;1;40;33;43;6;194;4;22;5;49;4;30;44;-10;3;32,1;3;3,034;2;22;0;11;0;0;0
38;4;19.11.2024;1;40;33;43;10;105;4;13;4;48;4;31;39;1;3;27,7;3;2,885;2;3;0;11;0;0;0
38;4;23.11.2024;1;40;33;43;14;167;4;24;5;47;4;33;58;7;3;30,86;3;2,961;2;12;0;11;0;0;0
15;5;23.11.2024;16;53;31;30;9;153;7;24;5;53;4;35;56;-17;2;27,77;3;2,969;2;2;0;11;0;0;0
15;5;23.11.2024;16;53;31;30;9;111;7;1;1;22;1;28;35;8;3;21,13;2;2,337;1;4;0;11;0;0;0
15;5;23.11.2024;16;53;31;30;9;29;7;31;6;56;5;29;32;-8;3;29,83;3;3,06;2;8;0;11;0;0;0
15;5;23.11.2024;16;53;31;30;9;95;7;17;5;39;3;27;28;-37;1;28,68;3;2,8;2;12;0;11;0;0;0
12;2;26.11.2024;9;38;29;23;4;90;2;5;3;25;1;33;64;-6;3;20,81;2;2,347;1;15;0;11;0;0;0
12;2;26.11.2024;9;38;29;23;4;57;2;4;3;36;3;29;32;5;3;25,5;3;2,668;2;2;0;11;0;0;0
12;2;29.11.2024;9;38;29;23;7;68;1;4;3;36;3;31;32;2;3;26,44;3;2,69;2;19;0;11;0;0;0
12;2;29.11.2024;9;38;29;23;7;23;2;9;4;32;2;28;61;-2;3;23,18;2;2,549;1;3;0;11;0;0;0
9;2;30.11.2024;3;31;32;29;6;107;2;3;2;27;2;37;28;2;3;22,92;2;2,456;1;4;0;11;0;0;0
9;2;30.11.2024;3;31;32;29;6;90;2;5;3;25;1;33;64;-6;3;20,81;2;2,347;1;19;0;11;0;0;0
42;3;02.12.2024;4;34;27;34;25;44;3;23;5;43;3;32;29;3;3;23,2;2;2,671;2;10;0;12;0;0;0
42;3;06.12.2024;4;34;27;34;29;127;3;6;4;34;2;23;23;-5;3;23,54;2;2,554;1;21;0;12;0;0;0
18;6;07.12.2024;1;38;32;48;13;104;2;3;2;24;1;30;49;-7;3;22,04;2;2,414;1;2;0;12;0;0;0
38;4;02.12.2024;1;40;33;43;23;25;4;3;2;38;3;38;84;-6;3;25,86;3;2,7;2;25;0;12;0;0;0
38;4;02.12.2024;1;40;33;43;23;60;4;6;4;38;3;27;34;9;3;30,78;3;2,826;2;21;0;12;0;0;0
12;2;10.12.2024;9;38;29;23;18;200;4;24;5;55;4;42;108;4;3;29,4;3;3,042;2;14;0;12;0;0;0
12;2;10.12.2024;9;38;29;23;18;25;4;3;2;38;3;38;84;-6;3;25,86;3;2,7;2;33;1;12;0;0;0
47;5;11.12.2024;13;41;46;47;15;158;2;8;4;34;2;29;32;-9;3;26,12;3;2,644;2;15;0;12;0;0;0
47;5;11.12.2024;13;41;46;47;15;88;5;8;4;57;5;45;56;-31;1;25,76;3;2,957;2;1;0;12;0;0;0
47;5;10.12.2024;13;41;46;47;14;158;2;8;4;34;2;29;32;-9;3;26,12;3;2,644;2;14;0;12;0;0;0
47;5;10.12.2024;13;41;46;47;14;88;5;8;4;57;5;45;56;-31;1;25,76;3;2,957;2;1;0;12;0;0;0
15;5;12.12.2024;16;53;30;31;28;79;7;24;5;48;4;30;94;-6;3;34,72;3;3,9;4;16;0;12;0;0;0
6;2;12.12.2024;8;37;32;44;33;90;2;5;3;25;1;33;64;-6;3;20,81;2;2,347;1;31;1;12;0;0;1
6;2;12.12.2024;8;37;32;44;33;57;2;4;3;36;3;29;32;5;3;25,5;3;2,668;2;18;0;12;0;0;1
6;2;12.12.2024;8;37;32;44;33;107;2;3;2;27;2;37;28;2;3;22,92;2;2,456;1;16;0;12;0;0;1
36;9;21.12.2024;15;50;31;30;6;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;42;1;12;0;0;0
36;9;19.12.2024;15;50;31;30;4;134;5;29;5;57;5;44;61;-32;1;37,18;3;3,277;3;8;0;12;0;0;0
9;2;18.12.2024;3;31;32;29;24;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;3;0;12;0;0;0
9;2;17.12.2024;3;31;32;29;23;16;2;5;3;28;2;45;47;-1;3;36,13;3;2,88;2;9;0;12;0;0;0
43;10;20.12.2024;33;55;29;32;6;163;3;13;4;36;3;29;47;-12;2;21,36;2;2,555;1;27;1;12;0;0;0
16;7;23.12.2024;8;43;30;49;23;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;8;0;12;0;0;0
16;7;23.12.2024;8;43;30;49;23;83;2;10;4;32;2;36;57;-1;3;23,45;2;2,549;1;16;0;12;0;0;0
17;2;19.12.2024;3;30;22;30;4;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;4;0;12;0;0;0
17;2;19.12.2024;3;30;22;30;4;57;2;4;3;36;3;29;32;5;3;25,5;3;2,668;2;25;0;12;0;0;0
17;2;21.12.2024;3;30;22;30;6;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;6;0;12;0;0;0
17;2;21.12.2024;3;30;22;30;6;23;2;9;4;32;2;28;61;-2;3;23,18;2;2,549;1;25;0;12;0;0;0
43;10;23.12.2024;33;55;29;32;9;138;3;16;5;43;3;44;75;-10;3;29,03;3;2,851;2;29;1;12;0;0;0
10;2;24.12.2024;1;33;28;33;2;150;1;2;2;32;2;44;78;3;3;29,74;3;2,715;4;16;0;12;0;0;1
10;2;24.12.2024;1;33;28;33;2;64;1;11;4;36;3;33;41;-3;3;30,67;3;2,798;2;2;0;12;0;0;1
10;2;27.06.2024;1;33;28;33;2;157;2;8;4;33;2;29;62;-8;3;26,12;3;2,644;2;3;0;6;0;0;1
10;2;28.06.2024;1;33;28;33;2;135;2;17;5;53;4;28;33;-2;3;26,3;3;2,924;2;2;0;6;0;0;0
10;2;05.11.2024;1;33;28;33;2;135;2;17;5;53;4;29;32;-2;3;26,3;3;2,924;2;10;0;11;0;0;0
10;2;10.11.2024;1;33;28;33;2;151;2;8;4;33;2;36;31;0;3;20,45;2;2,464;1;32;1;11;0;0;1
47;5;16.04.2024;13;41;29;31;21;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;1;0;4;0;0;0
29;5;11.05.2024;4;40;27;54;19;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;26;1;5;0;0;0
47;5;11.07.2024;13;41;49;42;27;158;5;28;5;55;4;30;56;-9;3;26,49;3;2,961;2;2;0;7;0;0;0
47;5;23.07.2024;13;41;49;42;39;158;5;28;5;55;4;30;56;-9;3;26,49;3;2,961;2;14;0;7;0;0;0
29;5;05.08.2024;4;40;41;31;10;158;5;28;5;55;4;30;56;-9;3;26,49;3;2,961;2;27;1;8;0;0;0
47;5;17.09.2024;13;41;31;46;22;158;5;28;5;55;4;29;38;-9;3;26,49;3;2,961;2;2;0;9;0;0;0
47;5;30.09.2024;13;41;31;46;35;158;5;28;5;55;4;29;38;-9;3;26,49;3;2,961;2;15;0;9;0;0;0
29;5;10.10.2024;4;40;42;50;3;158;5;28;5;55;4;29;38;-9;3;26,49;3;2,961;2;25;0;10;0;0;0
29;5;16.11.2024;4;40;42;50;40;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;1;0;11;0;0;0
29;5;25.11.2024;4;40;42;50;49;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;10;0;11;0;0;0
47;5;02.12.2024;13;41;46;47;6;158;5;28;5;55;4;29;32;-9;3;26,49;3;2,961;2;17;0;12;0;0;0
47;5;05.04.2024;13;41;29;31;10;113;5;9;4;42;3;24;40;3;3;22,72;2;2,671;2;14;0;4;0;0;0
47;5;14.04.2024;13;41;29;31;19;113;5;9;4;42;3;24;40;3;3;22,72;2;2,671;2;23;0;4;0;0;0
29;5;11.05.2024;4;40;27;54;19;113;5;9;4;42;3;32;25;3;3;22,72;2;2,671;2;1;0;5;0;0;0
29;5;13.05.2024;4;40;27;54;21;113;5;9;4;42;3;32;25;3;3;22,72;2;2,671;2;3;0;5;0;0;0
29;5;09.06.2024;4;40;27;54;48;113;5;9;4;42;3;32;25;3;3;22,72;2;2,671;2;30;1;6;0;0;0
47;5;11.07.2024;13;41;49;42;27;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;1;0;7;0;0;0
47;5;25.07.2024;13;41;49;42;41;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;15;0;7;0;0;0
29;5;07.08.2024;4;40;41;31;12;113;5;9;4;42;3;32;29;3;3;22,72;2;2,671;2;28;1;8;0;0;0
47;5;08.10.2024;13;41;31;46;43;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;1;0;10;0;0;0
29;5;21.10.2024;4;40;42;50;14;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;14;0;10;0;0;0
29;5;01.11.2024;4;40;42;50;25;113;5;9;4;42;3;35;57;3;3;22,72;2;2,671;2;25;0;11;0;0;0
47;5;02.04.2024;13;41;29;31;7;34;5;5;3;30;2;47;74;-28;2;28,41;3;2,665;2;9;0;4;0;0;0
29;5;02.05.2024;4;40;27;54;10;34;5;5;3;30;2;47;74;-28;2;28,41;3;2,665;2;39;1;5;0;1;0
47;5;29.06.2024;13;41;49;42;15;34;5;5;3;30;2;20;45;-28;2;28,41;3;2,665;2;5;0;6;0;0;0
47;5;26.06.2024;13;41;49;42;12;34;5;5;3;30;2;20;45;-28;2;28,41;3;2,665;2;5;0;6;0;0;0
47;5;12.07.2024;13;41;49;42;28;34;5;5;3;30;2;20;45;-28;2;28,41;3;2,665;2;18;0;7;0;0;0
47;5;15.04.2024;13;41;29;31;20;34;5;5;3;30;2;47;74;-28;2;28,41;3;2,665;2;22;0;4;0;0;0
29;5;10.08.2024;4;40;41;31;15;34;5;5;3;30;2;32;26;-28;2;28,41;3;2,665;2;1;0;8;0;0;0
29;5;23.08.2024;4;40;41;31;28;34;5;5;3;30;2;32;26;-28;2;28,41;3;2,665;2;14;0;8;0;0;0
47;5;08.09.2024;13;41;31;46;13;34;5;5;3;30;2;32;26;-28;2;28,41;3;2,665;2;30;1;9;0;0;0
29;5;10.11.2024;4;40;42;50;34;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;1;0;11;0;0;0
29;5;18.11.2024;4;40;42;50;42;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;9;0;11;0;0;0
29;5;22.11.2024;4;40;42;50;46;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;13;0;11;0;0;0
47;5;02.12.2024;13;41;46;47;6;34;5;5;3;31;2;44;60;-28;2;28,41;3;2,665;2;23;0;12;0;0;0
39;3;17.02.2024;16;52;41;46;24;197;3;4;3;29;2;21;21;2;3;24,69;2;2,543;1;2;0;2;0;0;0
39;3;26.02.2024;16;52;41;46;33;197;3;4;3;29;2;21;21;2;3;24,69;2;2,543;1;11;0;2;0;0;0
39;3;05.03.2024;16;52;41;46;41;197;3;4;3;29;2;21;21;2;3;24,69;2;2,543;1;19;0;3;0;0;0
42;3;08.05.2024;4;34;26;33;1;197;3;4;3;29;2;35;61;2;3;24,69;2;2,543;1;1;0;5;0;0;1
42;3;27.05.2024;4;34;26;33;20;197;3;4;3;29;2;35;61;2;3;24,69;2;2,543;1;20;0;5;0;0;0
42;3;27.05.2024;4;34;26;33;20;94;3;1;1;23;1;30;31;-1;3;29,39;3;2,608;2;19;0;5;0;0;0
42;3;08.06.2024;4;34;26;33;32;197;3;4;3;29;2;35;61;2;3;24,69;2;2,543;1;32;1;6;0;0;0
42;3;10.07.2024;4;34;28;35;3;197;3;4;3;29;2;37;28;2;3;24,69;2;2,543;1;1;0;7;0;0;1
42;3;25.07.2024;4;34;28;35;18;197;3;4;3;29;2;37;28;2;3;24,69;2;2,543;1;16;0;7;0;0;0
42;3;10.08.2024;4;34;28;35;34;197;3;4;3;29;2;37;28;2;3;24,69;2;2,543;1;32;1;8;0;0;0
42;3;13.11.2024;4;34;27;34;6;197;3;4;3;29;2;32;89;2;3;24,69;2;2,543;1;1;0;11;0;0;1
42;3;29.11.2024;4;34;27;34;22;197;3;4;3;29;2;32;89;2;3;24,69;2;2,543;1;17;0;11;0;0;0
39;3;18.04.2024;16;52;30;31;9;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;4;0;4;0;0;0
39;3;02.05.2024;16;52;30;31;23;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;18;0;5;0;1;0
42;3;14.05.2024;4;34;26;33;7;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;30;1;5;0;0;0
42;3;23.05.2024;4;34;26;33;16;191;3;33;6;56;5;40;50;-4;3;19,91;2;2,781;2;39;1;5;0;0;0
42;3;23.07.2024;4;34;28;35;16;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;1;0;7;0;0;1
42;3;10.08.2024;4;34;28;35;34;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;19;0;8;0;0;0
39;3;15.08.2024;16;52;32;30;6;191;3;33;6;56;5;33;59;-4;3;19,91;2;2,781;2;24;0;8;0;0;0
39;3;21.10.2024;16;52;31;31;12;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;7;0;10;0;0;0
39;3;01.11.2024;16;52;31;31;23;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;18;0;11;0;0;0
42;3;14.11.2024;4;34;27;34;7;191;3;33;6;56;5;32;51;-4;3;19,91;2;2,781;2;31;1;11;0;0;1
42;3;27.03.2024;4;34;44;32;17;163;3;13;4;35;2;45;30;-12;2;21,36;2;2,555;1;4;0;3;0;0;0
42;3;09.04.2024;4;34;44;32;30;163;3;13;4;35;2;45;30;-12;2;21,36;2;2,555;1;17;0;4;0;0;0
39;3;02.05.2024;16;52;30;31;23;163;3;13;4;35;2;45;30;-12;2;21,36;2;2,555;1;40;1;5;0;1;0
39;3;24.06.2024;16;52;30;29;15;163;3;13;4;35;2;29;47;-12;2;21,36;2;2,555;1;1;0;6;0;0;0
42;3;08.07.2024;4;34;28;35;1;163;3;13;4;35;2;29;47;-12;2;21,36;2;2,555;1;15;0;7;0;0;0
42;3;20.07.2024;4;34;28;35;13;163;3;13;4;35;2;29;47;-12;2;21,36;2;2,555;1;27;1;7;0;0;0
39;3;27.08.2024;16;52;32;30;18;163;3;13;4;35;2;45;32;-12;2;21,36;2;2,555;1;4;0;8;0;0;0
42;3;16.09.2024;4;34;27;34;9;163;3;13;4;35;2;45;32;-12;2;21,36;2;2,555;1;24;0;9;0;0;0
42;3;04.10.2024;4;34;27;34;27;163;3;13;4;36;3;45;32;-12;2;21,36;2;2,555;1;42;1;10;0;0;1
42;3;24.11.2024;4;34;27;34;17;163;3;13;4;36;3;29;47;-12;2;21,36;2;2,555;1;1;0;11;0;0;0
15;5;11.03.2024;16;53;30;30;26;174;7;33;6;55;4;30;30;-23;2;34,02;3;3,168;3;3;0;3;0;0;0
30;5;25.03.2024;16;52;28;32;11;174;7;33;6;55;4;30;30;-23;2;34,02;3;3,168;3;17;0;3;0;0;0
30;5;31.03.2024;16;52;28;32;17;174;7;33;6;55;4;30;30;-23;2;34,02;3;3,168;3;23;0;3;0;0;0
30;5;07.06.2024;16;52;29;41;24;174;7;33;6;55;4;45;31;-23;2;34,02;3;3,168;3;30;1;6;0;0;0
30;5;07.06.2024;16;52;29;41;36;174;7;33;6;55;4;45;31;-23;2;34,02;3;3,168;3;42;1;6;0;0;0
30;5;13.09.2024;16;52;44;39;37;174;7;33;6;56;5;29;78;-23;2;34,02;3;3,168;3;5;0;9;0;0;0
15;5;25.09.2024;16;53;36;31;11;174;7;33;6;56;5;29;78;-23;2;34,02;3;3,168;3;17;0;9;0;0;0
15;5;04.10.2024;16;53;36;31;20;174;7;33;6;56;5;29;78;-23;2;34,02;3;3,168;3;26;1;10;0;0;0
15;5;10.12.2024;16;53;30;31;26;174;7;33;6;56;5;29;62;-23;2;34,02;3;3,168;3;2;0;12;0;0;0
15;5;12.03.2024;16;53;30;30;27;51;7;13;4;42;3;28;26;-10;3;25,99;3;2,761;2;1;0;3;0;0;0
30;5;21.12.2024;16;52;29;32;7;174;7;33;6;56;5;29;62;-23;2;34,02;3;3,168;3;13;0;12;0;0;0
30;5;21.12.2024;16;52;29;32;7;210;7;34;6;56;5;31;32;-10;3;30,11;3;3,06;2;7;0;12;0;0;0
30;5;19.03.2024;16;52;28;32;5;51;7;13;4;42;3;28;26;-10;3;25,99;3;2,761;2;8;0;3;0;0;0
30;5;28.03.2024;16;52;28;32;14;51;7;13;4;42;3;28;26;-10;3;25,99;3;2,761;2;17;0;3;0;0;0
15;5;11.05.2024;16;53;30;31;27;51;7;13;4;42;3;30;31;-10;3;25,99;3;2,761;2;2;0;5;0;0;0
30;5;31.05.2024;16;52;29;41;17;51;7;13;4;42;3;30;31;-10;3;25,99;3;2,761;2;22;0;5;0;0;0
30;5;07.06.2024;16;52;29;41;24;51;7;13;4;42;3;30;31;-10;3;25,99;3;2,761;2;29;1;6;0;0;0
30;5;01.09.2024;16;52;44;39;25;51;7;13;4;42;3;30;77;-10;3;25,99;3;2,761;2;8;0;9;0;0;0
15;5;17.09.2024;16;53;36;31;3;51;7;13;4;42;3;30;77;-10;3;25,99;3;2,761;2;24;0;9;0;0;0
15;5;21.09.2024;16;53;36;31;7;51;7;13;4;42;3;30;77;-10;3;25,99;3;2,761;2;28;1;9;0;0;0
15;5;26.11.2024;16;53;30;31;12;51;7;13;4;43;3;44;62;-10;3;25,99;3;2,761;2;2;0;11;0;0;0
15;5;12.12.2024;16;53;30;31;28;51;7;13;4;43;3;44;62;-10;3;25,99;3;2,761;2;18;0;12;0;0;0
30;5;26.12.2024;16;52;29;32;12;51;7;13;4;43;3;44;62;-10;3;25,99;3;2,761;2;32;1;12;0;0;0
15;5;23.04.2024;16;53;30;31;9;28;7;5;3;27;2;25;38;-5;3;28,08;3;2,614;2;8;0;4;0;0;0
15;5;02.05.2024;16;53;30;31;18;28;7;5;3;27;2;25;38;-5;3;28,08;3;2,614;2;17;0;5;0;1;0
15;5;08.05.2024;16;53;30;31;24;28;7;5;3;27;2;25;38;-5;3;28,08;3;2,614;2;23;0;5;0;0;0
15;5;11.07.2024;16;53;38;48;19;28;7;5;3;27;2;45;60;-5;3;28,08;3;2,614;2;2;0;7;0;0;0
15;5;11.07.2024;16;53;38;48;35;28;7;5;3;27;2;45;60;-5;3;28,08;3;2,614;2;18;0;7;0;0;0
30;5;15.08.2024;16;52;44;39;8;28;7;5;3;27;2;45;60;-5;3;28,08;3;2,614;2;37;1;8;0;0;0
15;5;17.09.2024;16;53;36;31;3;28;7;5;3;27;2;42;19;-5;3;28,08;3;2,614;2;6;0;9;0;0;0
15;5;26.09.2024;16;53;36;31;12;28;7;5;3;27;2;42;19;-5;3;28,08;3;2,614;2;15;0;9;0;0;0
30;5;22.10.2024;16;52;29;32;8;28;7;5;3;27;2;42;19;-5;3;28,08;3;2,614;2;41;1;10;0;0;0
15;5;16.11.2024;16;53;30;31;2;28;7;5;3;27;2;27;19;-5;3;28,08;3;2,614;2;5;0;11;0;0;0
15;5;25.11.2024;16;53;30;31;11;28;7;5;3;27;2;27;19;-5;3;28,08;3;2,614;2;14;0;11;0;0;0
15;5;06.12.2024;16;53;30;31;22;28;7;5;3;27;2;27;19;-5;3;28,08;3;2,614;2;25;0;12;0;0;0
8;4;19.02.2024;2;31;31;55;15;105;4;13;4;47;4;30;28;1;3;27,7;3;2,885;2;4;0;2;0;0;0
8;4;01.03.2024;2;31;31;55;25;105;4;13;4;47;4;30;28;1;3;27,7;3;2,885;2;15;0;3;0;0;0
8;4;12.03.2024;2;31;31;55;36;105;4;13;4;47;4;30;28;1;3;27,7;3;2,885;2;26;1;3;0;0;0
38;4;11.09.2024;1;40;32;29;3;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;1;0;9;0;0;0
38;4;25.09.2024;1;40;32;29;17;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;15;0;9;0;0;0
38;4;06.10.2024;1;40;32;29;28;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;26;1;10;0;0;0
8;4;17.02.2024;2;31;31;45;13;36;4;3;2;28;2;46;30;-3;3;31,79;3;2,745;2;12;0;2;0;0;1
8;4;22.03.2024;2;31;31;55;46;36;4;3;2;28;2;46;30;-3;3;31,79;3;2,745;2;44;1;3;0;0;0
8;4;02.03.2024;2;31;31;55;26;36;4;3;2;28;2;46;30;-3;3;31,79;3;2,745;2;24;0;3;0;0;0
49;4;09.08.2024;15;54;32;30;1;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;14;0;8;0;0;0
30;5;25.12.2024;16;52;29;32;11;174;7;33;6;56;5;29;62;-23;2;34,02;3;3,168;3;17;0;12;0;0;0
30;5;25.12.2024;16;52;29;32;11;210;7;34;6;56;5;31;32;-10;3;30,11;3;3,06;2;11;0;12;0;0;0
38;4;27.07.2024;1;40;31;30;19;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;1;0;7;0;0;0
49;4;15.08.2024;15;54;32;30;7;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;20;0;8;0;0;0
49;4;19.04.2024;15;54;45;45;27;17;4;23;5;46;4;29;36;-18;2;30,93;3;2,961;2;4;0;4;0;0;0
49;4;25.04.2024;15;54;45;45;33;17;4;23;5;46;4;29;36;-18;2;30,93;3;2,961;2;10;0;4;0;0;0
49;4;06.05.2024;15;54;45;45;44;17;4;23;5;46;4;29;36;-18;2;30,93;3;2,961;2;21;0;5;0;0;0
38;4;25.07.2024;1;40;31;30;17;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;16;0;7;0;0;0
49;4;10.08.2024;15;54;32;30;2;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;32;1;8;0;0;0
49;4;13.08.2024;15;54;32;30;5;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;35;1;8;0;0;0
18;6;08.04.2024;1;38;30;30;15;171;2;15;4;47;4;38;52;-9;3;25,11;3;2,804;2;1;0;4;0;0;1
20;6;27.04.2024;14;47;32;29;4;171;2;15;4;47;4;38;52;-9;3;25,11;3;2,804;2;20;0;4;0;0;0
20;6;07.05.2024;14;47;32;29;14;171;2;15;4;47;4;38;52;-9;3;25,11;3;2,804;2;30;1;5;0;0;0
20;6;15.07.2024;14;47;32;29;22;171;2;15;4;47;4;43;60;-9;3;25,11;3;2,804;2;1;0;7;0;0;0
18;6;09.08.2024;1;38;31;30;16;171;2;15;4;48;4;43;60;-9;3;25,11;3;2,804;2;26;1;8;0;0;0
18;6;20.08.2024;1;38;31;30;27;171;2;15;4;48;4;43;60;-9;3;25,11;3;2,804;2;37;1;8;0;0;0
18;6;26.09.2024;1;38;32;29;2;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;4;0;9;0;0;0
18;6;11.10.2024;1;38;32;29;17;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;19;0;10;0;0;0
18;6;17.11.2024;1;38;32;29;23;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;25;0;10;0;0;0
18;6;04.04.2024;1;38;30;30;11;104;2;3;2;23;1;30;28;-7;3;22,04;2;2,414;1;9;0;4;0;0;0
18;6;10.04.2024;1;38;30;30;17;104;2;3;2;23;1;30;28;-7;3;22,04;2;2,414;1;15;0;4;0;0;0
18;6;13.04.2024;1;38;30;30;20;104;2;3;2;23;1;30;28;-7;3;22,04;2;2,414;1;18;0;4;0;0;0
20;6;21.07.2024;14;47;32;29;28;104;2;3;2;23;1;31;79;-7;3;22,04;2;2,414;1;8;0;7;0;0;0
18;6;10.08.2024;1;38;31;30;17;104;2;3;2;23;1;31;79;-7;3;22,04;2;2,414;1;28;1;8;0;0;1
20;6;18.09.2024;14;47;32;30;26;104;2;3;2;23;1;30;35;-7;3;22,04;2;2,414;1;1;0;9;0;0;0
20;6;20.09.2024;14;47;32;30;28;104;2;3;2;23;1;30;35;-7;3;22,04;2;2,414;1;3;0;9;0;0;0
18;6;10.10.2024;1;38;32;29;16;104;2;3;2;23;1;30;35;-7;3;22,04;2;2,414;1;23;0;10;0;0;0
18;6;07.12.2024;1;38;32;48;13;104;2;3;2;24;1;30;49;-7;3;22,04;2;2,414;1;2;0;12;0;0;0
18;6;25.12.2024;1;38;32;48;31;104;2;3;2;24;1;30;49;-7;3;22,04;2;2,414;1;20;0;12;0;0;0
20;6;02.02.2024;14;47;47;59;10;56;2;5;3;27;2;46;32;-22;2;29,06;3;2,641;2;9;0;2;0;0;1
20;6;15.02.2024;14;47;47;59;23;56;2;5;3;27;2;46;32;-22;2;29,06;3;2,641;2;22;0;2;0;0;0
20;6;07.03.2024;14;47;47;59;44;56;2;5;3;27;2;46;32;-22;2;29,06;3;2,641;2;43;1;3;0;0;0
20;6;11.05.2024;14;47;32;29;18;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;2;0;5;0;0;1
20;6;10.05.2024;14;47;32;29;17;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;1;0;5;0;1;0
18;6;28.05.2024;1;38;31;30;4;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;19;0;5;0;0;0
18;6;20.06.2024;1;38;31;30;27;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;42;1;6;0;0;0
20;6;25.08.2024;14;47;32;30;2;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;1;0;8;0;0;0
20;6;11.09.2024;14;47;32;30;19;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;18;0;9;0;0;0
