Message;Real_Risk
На проходных путях, перед кабинетом мастера скопился хлам в виде не сортированной макулатуры;
Порывом ветра выведен из строя доводчик двери в слесарной мастерской;
Наледь перед входными воротами тёплого склада (риск падения работника), въездные ворота покрыты слоем льда и ограничены для открытия;
Обледенение подхода к зданию ЦЭиОСО.;
"Занесен снегом проход к АВО газа ДКС первой очереди №1.3; 2.3.";
Наледь на козырьках отсека двигателя ГПА № 724. Риск падения на работника.;
Наледь на козырьках отсека двигателя ГПА № 712. Риск падения на работника.;
В складе БВС обнаружена лопата для уборки снега с поврежденным черенком. Риск травмирования работника.;
Наледь на пути передвижения от остановки вахтового транспорта к проходной ГП. Риск падения работника.;
Наносы снега на пути передвижения от СЭБ к БВП.;
Наледь на пути передвижения от проходной ГП к блок боксу ГСМ. Риск падения работника.;
Наносы снега на пути передвижения от УАЛКП к БППП. Риск падения работника.;
Наледь на ступеньках и периллах маршевой лестницы входа в БППП. Риск падения работника.;
Наносы снега по пути передвижения от РВС к ЦРМ.;
Не исправен работает доводчик двери ЦРДиМ.;
Наледь на ступеньках лестницы входа в БППП со стороны УАЛКП. Риск падения на работника.;
Наледь на ступеньках и периллах лестницы входа в столовую со стороны проходной. Риск падения работника.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках лестничного марша Служебно-эксплуатационного блока.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках лестничного марша Блока вспомогательных служб.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках лестничного марша Проходной ГП-7.;
Пункт 2.2.7 Чек листа для слесаря по ремонту ТУ. Неустойчивое положение перильных ограждений на проходной.;
Пункт 3.4.1 Чек листа для слесаря по ремонту ТУ. Нарушена герметичность сальникового уплотнения ЗКЛ Г-1 в ПОРД П-1/2.;
Пункт 2.1.3 Чек листа для слесаря по ремонту ТУ. Наледь и снежные шапки на козырьке БВС.;
Занесены снегом ворота ГП № 2.;
При работе с автокраном обнаружен дефект металлического стропа.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наносы снега по маршруту обхода от Проходной до СЭБ.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наносы снега по маршруту обхода от СЭБ до БВС.;
Пункт 2.1.3 Чек листа для слесаря по ремонту ТУ. На козырьке аварийного выхода СЭБ снежная шапка,существуют риски падения по маршруту обхода работников.;
Загрязнённость пола в ОД ГПА №211;
Покрыты инеем предупредительные таблички на входе в МКЦ-1.;
п.2.2.12. Отсек БМА. Отсутствует элемент крепления плафона освещения.;
Разливы жидкости возле насоса Н4-2.;
Не достаточное освещение в ОД ГПА № 722;
нарушена пломба сизод в технологическом корпусе;
Наличие загрязнённости пола в помещении азотной установки.;
Посторонние предметы П-1/2 (УПТ);
В КУП - низкое давление сжатого воздуха в баллоне №4.;
В УРМ, на насосе Н-2а/1, пропуск по фланцевому соединению.;
На АВО газа посторонний шум при работе вентилятора №22/2( задевают лопасти о диффузор).;
Стрелка сигнализации на электроконтактном манометре давления в системе отопления (УПТИГ-1) смещена от регламентированного значения;
На дренажной емкости Е-1 ( в районе ПРМ), ослаблено натяжение растяжек свечного трубопровода.;
На дренажной ёмкости Е-10 ослаблена затяжка шпилек на люке.;
Обледенение ступеней лестницы Узла подключения ДКС. Возможно падение работников;
Занесeны снегом подходы К ГПА, КЦ №1.;
Снег на площадке обслуживания Е-502-1, Е-502-2;
Сломан доводчик в переходной галерее ТКПГ.;
Посторонние предметы на ВХ-2а.;
"Венткамера ПЭБ, отсутствие маркировки ""Открыто-Закрыто"" на ЗРА №14";
Венктамера ПЭБ, не окрашен маховик на вентиле №25;
Венткамера ПЭБ, посторонние предметы, вблизи вентилятора В-2 размещен металлический ящик;
Венткамера ПЭБ, отсутствие маховиков на дренажных вентилях №23,24,14;
"Теплоузел БППП, отсутствие маркировки ""Открыто-Закрыто"" на вентилях №14, 15";
Теплоузел БППП, следы подтекания под вентилем №14.;
Теплоузел БППП, нарушение теплоизоляции под манометрами Т1, Т2;
ЗХД, Неокрашенные ЗРА №5, 8;
"МКЦ ДКС 1 очереди, отсутствие маркировки ""Открыто-Закрыто"" на ЗРА №11,9,5";
МКЦ ДКС 1 очереди, неокрашенные штурвалы на части ЗРА;
Теплоузел БППП, посторонние предметы (стул, мусор);
Теплоузел блок-бокса РГСН, постороние предметы (лопата, ударный ключ);
"Теплоузел БВС, отсутствие маркировки ""Открыто-Закрыто"" на части ЗРА";
Теплоузел УОК, посторонние предметы (лопата, сигнальная лента);
"УПТ, Отсутствие маркировки ""Открыто-закрыто"" на части ЗРА";
"Насосная хоз.-пожарного водоснабжения. Порывом ветра снесло табличку ""Ответственный за пожарную безопасность здания"".";
Отсутствует табличка на контейнере бытовых отходов;
п.1.8 Нет пломбы на ПК 66.;
Примерзание эвакуационного выхода мастерской УТОБТДА;
Недостаточное освещение в насосной маслохозяйства.;
Заедание и тугое открытие двери в БОА ГПА№917.;
Поз.37. Снег на оборудовании , наледь на лестнице.;
Поз. 4.1. Отсутствует раструб на огнетушителе в РУ-4.1.;
Поз.9. Не закрыт кабельный лоток.;
Посторонние предметы в РУ -9.;
Поз.10. Не закрыты шкафы управления горелками.;
ДЭС-1 наледь на крыше;
На поз. 2.13в неисправен замок входной двери, вход-выход из здания возможен только через эвакуационный выход. Учитывая низкую температуру наружного воздуха, возникает опасность промерзания труб отопления в случае распахивания дверей порывами ветра . В случае пожарной тревоги возможна эвакуация только через один выход.;
Пункт 2.1.3 Чек листа для слесаря по ремонту ТУ. Наледь и свисание с крыш сосулек на здании УАЛКП.;
Пункт 2.1.3 Чек листа для слесаря по ремонту ТУ. Наледь и свисание с крыш сосулек на здании БВС.;
Пункт 2.1.3 Чек листа для слесаря по ремонту ТУ. Наледь и свисание с крыш сосулек на здании СЭБ.;
Пункт 2.1.3 Чек листа для слесаря по ремонту ТУ. Наледь и свисание с крыш сосулек на Проходной ГП.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках и подходе к Проходной ГП. Риск падения работников.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках и подходе к лестничному маршу СЭБ. Риск падения работников.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках и подходе к лестничному маршу БВС. Риск падения работников.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках и подходе к лестничному маршу Складу смазок. Риск падения работников.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках и подходе к лестничному маршу Шаровых кранов Г-101 на ППА. Риск падения работников.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках и подходе к лестничному маршу Шаровых кранов Г-102 на ППА. Риск падения работников.;
Пункт 2.1.5 Чек листа для слесаря по ремонту ТУ. Наледь на ступеньках и подходе к лестничному маршу Маслостанции. Риск падения работников.;
Посторонние предметы на пути прохода к БВС.;
Низкий уровень охлаждающей жидкости в бочке СО Н-4-2 ЦРДиМ.;
Загрезнена грунбукса насоса Н-4а-4 ЦРДиМ.;
Наледь на пути передвижения от остановки вахтового транспорта до проходной ГП. Риск падения работника.;
Наледь на пути передвижения от проходной СЭБ к БВП. Риск падения работника.;
Наледь на пути передвижения от проходной ГП к блок боксу метанола. Риск падения работника.;
Наледь на пути передвижения от проходной ГП к складу ГСМ. Риск падения работника.;
Наледь на пути передвижения от БВП к БППП.;
Подтеки масла в насосной склада масел.;
Занесены снегом ворота входа ГП №3.;
Наледь на пути передвижения от УАЛКП к БППП. Риск падения работника.;
Наледь на ступеньках и периллах маршевой лестницы входа в УПТ. Риск падения работника.;
Наледь на козырьке лестницы входа в УПТ. Риск падения на работника.;
Занесен снегом проход к РВС со стороны БВС.;
Наледь на ступеньках и периллах маршевой лестницы входа в РВС. Риск падения работника.;
Наледь на козырьке лестницы входа в РВС. Риск падения на работника.;
Наносы снега на проходе к ДЭС-1.;
Забит дренажный трубопровод Н-4а-2 ЦРДиМ.;
Задуло снегом уличный пожарный щит №2, доступ ограничен;
Скопление снега на козырьке входа в РММ, при потеплении имеется риск скатывания снега на работников;
Остатки металлической стружки, ветоши на столе слесарной мастерской;
Гололед на маршрутах обхода электромонтёра;
Порывом ветра сдуло крышки мусорных контейнеров;
Сан узел РММ, разлита вода на полу;
После уборки снега спецтехникой, на путях передвижения обнаружены торчащие металлические предметы (арматура);
Пыль на вентиляционном оборудовании П2/1;
Отсутствуют пломбы на СППК насосов метанола Н1-32 и Н1-33.;
Мастерская КИПиА (ПЭБ) - перегорел светильник в помещение;
Соульки на над водной площадкой в здание маслохозяйства ДКС.;
Неисправно освещение в 13ТП-22;
Неисправно освещение в 13ТП-21;
Неисправно освещение в 13ТП-20;
Наледь на ступеньках и подходе к лестнице ДКС-3. Риск падения работников.;
Образование гололеда на пути маршрута обхода слесаря по КИПиА. Риск падения работника;
КЦ-1 ПТГ площадки обслуживания заметены снегом;
Разьитое зеркало в сан узле БВП.;
На дверях ДЭС, АЭС не читаемы знаки автоматического включения, установленного образца.;
Посторонние предметы в помещении электромастерской.;
Занесены снегом площадки обслуживания кранов на Т/А №124.;
Отсутствует маркировка трубопровода буферного газа в укрытии ГПА №-912.;
Посторонние предметы у Н-5а (ЦРД);
ТКРДиМ Е-4- не заболчен люк;
ТКПГ А1/2- просрочен ТСМ;
ТКРДиМ Е-5а не соответствует нормативу колличество витков на шпильках люка;
Венткамера ТКПГ В1/1- самопроизвольное останавливание;
Компрессоная воздуха КИПа- пропуск по дренажному вентелю на В1/4;
ТКРДиМ ослаблен крепежно(ограничительный) хамут на выкидном коллекторе из Н10/3-10;
Некорректные показания на манометре (давление теплоносителя в системе отопления) в тепловом узле УП ДКС;
Территория ГП-площадка обслуживания Г№90 (ЕП-1) занесена снегом и наледь;
Территория ГП- помещение столовой-ложное срабатывание датчика ИП212;
Занесeны снегом подходы к ГПА, КЦ №2;
Посторонние предметы на площадке двигателя ГПА № 711;
Территория ГП Т-1А неисправен манометр на линии трубного пространства;
Снег на площадке обслуживания П-201-1,П-201-2;
АБК,БВС переходная лестница- наледь;
БППП-частично не работает аварийное освещение в операторной;
не выставлена уставка по предупредительному ЭКМ,нарушена пломба;
Образование наледи перед входом в СЭБ;
Свисание с крыши АБК снега и наледи.;
Ослабло крепление доводчика двери мастерской УТОБТДА;
После отбора проб масла на ГПА №915 возле МБК остались промасленные пятна.;
Б/Б насосная метанола не достаточное освещение;
Наросты льда на входной лестнице. Возможно падение сотрудников.;
поз.14 снег на оборудовании, наледь на лестнице;
поз.8 снег на площадке обслуживания;
ГТЭС-48. НТиМ. Помещение 104. Необходимо обновить табличку ответственных за пожарную безопасность;
Подходы к АБК заметены пешие дорожки, лёд на проходных путях;
Пандус открытого хранения, снег и лёд перед вагон-складами;
Обход станций, УКПГ 2В СКЗ№2, наносы коррозии на болтовом соединении заземления;
Обход станций, УКПГ 2В СКЗ№4, наносы коррозии на болтовом соединении заземления;
Посторонние предметы на проходных путях рабочей зоны УМС;
УМС, выявлен строп с видимыми механическими повреждениями;
УМС, Удлинитель с поврежденным кабелем (был пережат дверью);
Склад КИПиА, посторонние предметы на проходных путях (приборы);
Склад КИПиА, частично перегорели лампы, плохая видимость;
Склад слесарей-сантехников. Лопаты на проходных путях;
Наледь на подходных путях к КНС;
Наледь на вентиляционных дефлекторах КНС;
Не убран инструмент в КНС;
Не исправно запорное устройство между переходом в РММ;
Заметен подход к складу противопожарных средств (доступ ограничен);
Переносной электрический обогреватель на проходных путях эвакуационного выхода АБК;
Наносы снега со льдом на поручнях и ступеньках к помещению хранения аварийно-спасательного формирования;
Центральный вход в АБК. Свисание сосулек с козырька. Риск получения травмы;
В помещении санузла отсутствует освещение, требуется замена лампы;
УКЗ АГРС «Промбаза» наледь на перилах и маршевой лестница станции;
Подтёки масла у насоса Н10а/1;
УКЗ АГРС «Промбаза» отсутствует наружное освещение;
РММ, отключена световая индикация эвакуационной таблички «Выход»;
Раздевалка ЭХЗ. Подтекает батарея;
В ходе обхода и осмотра запирающих устройств выявлен неисправный замок в щите освещения.;
Выявлено нарушение в работе подъемного механизма шлагбаума.;
Выявлен повышенный шум и вибрация при работе вытяжного вентилятора РММ теплоузла.;
По маршруту обхода гололед и наледь.;
В помещении санузла отсутствует освещение .;
В РММ обнаружены остатки оплетки проводов,кабеля, мусора после ремонтных работ.;
В помещении КНС недостаточно освещения.;
На маршруте обхода на лестничной площадке помещения ЩСУ-3 образование наледи.;
На маршруте обхода в снегу выявлены торчащие предметы в виде арматуры.;
База ЛЭС у складских помещений выявлен светильник ВЗГ с разболтанными крепежными элементами.;
"В АБК отсутствует световая индикация эвакуационной таблички ""ВЫХОД"" .";
Подтеки масла в ОМА ГПА №223;
п.2.2.8 Нет освещения по КШТ ГПА 715.;
Не читаемые бирки обозначения насосов Н1-1-Н1-5.;
Загрязнен пол в Компрессорной ЦРДиМ.;
Загрезнение и пыль на поверхности радиатора обогрева БВС инструментальный склад.;
Загрезнение и пыль на поверхности батарей обогрева БВС раздевалка 2 этаж.;
Посторонние предметы на радиаторе обогрева в сварочном посту БВС.;
Наледь на ступеньках и периллах проходной ГП. Риск падения работников.;
Наносы снега по пути передвижения от СЭБ к БВС.;
Наносы снега на пути передвижения к аварийной лестнице СЭБ.;
Наносы снега на пути передвижения к аварийной лестнице БВС.;
Наносы снега на пути передвижения от ЦРДиМ к АВО газа ГП.;
Наносы снега на пути передвижения от ЦПГ к маслостанции.;
Наносы снега на пути передвижения к ППА.;
Занесен снегом подход к шаровому крану Г-101-705 ППА. .;
Занесен снегом подход к шаровому крану Г-101-709 ППА.;
Занесена снегом поверхность шарового крана Г-102-718 ППА. Невозможность обслуживания.;
Занесен снегом подход к шаровому крану Г-103-720 ППА.;
Капельная утечка по сальниковому уплотнению входной задвижки насоса Н-5-4 ЦРДиМ.;
Повреждена мягкая вставка вентилятора В-2-2 ЦРДиМ;
Загрезнение и пыль на поверхности батареи обогрева ЦРДиМ 1 этаж около К-1А.;
Загрезнение и пыль на поверхности батареи обогрева ЦРДиМ 2 этаж около Н-6.;
Недостаточное освещение в отсеке нагнетателя на Т/А №125.;
Недостаточное освещение рабочего места в мастерской КИП(БППП)1этаж;
ТКРДиМ ВХ2/А-дверь в межцеховке отошла обшивка затрудняет движению;
ТКРДиМ Н10/10 пропуск по заглушке на выкидной линии;
УОК-плохо открываетсч входная дверь;
"ПОРДиМ арматурный блок П1А/2- В2/1 нарушена герметичность ""мягкой"" вставки";
БППП- место для курения сменного персонала-плохая работа вытяжной вентиляции;
ТКРДиМ ВХ/5 отслоилась изоляция стены;
Территория ГП маслостанция наледь при входев помещение;
БППП- поврежден провод на микрофоне системы оповещения ДПД;
Территория ГП -наледь возле проходной;
Занесён снегом подход к крановому узлу №-1.;
Повреждена информационная табличка на входе ГПА №713;
Обнаружен провис защитного металлорукава кабеля ЭКМ (давление в системе отопления) в МКЦ-1;
ЗППА-неисправен манометр(показывает некорректные) показания на факельной линии;
ТКРДиМ на месте ремонта Н6/5 порвана ограничительная лента(частично отсутствует);
ЦПГ, отсутствуют обозначения направления вращения ЗРА (открыто/закрыто) арматурного блока Р-1/1-4 .;
ЦСГ, отсутствуют предупреждающие таблички на линиях азота.;
ЦПГ, наледь на площадках, лестницах в сторону ВХ.;
ЦПГр, отсутствуют предупреждающие таблички на линиях азота.;
ЦПГ, отсутствуют предупреждающие таблички на линиях азота.;
Ослабло крепление ручки двери вход в насосную с СЭБа;
Наледь перед входом в ПЭБ ДКС;
Отсутствует антигололедное покрытие по маршруту обхода от ПЭБ к насосной маслохозяйства;
Произведена уборка снега на территории УППГ спецтехникой. Образовалась наледь на путях передвижения по УППГ. Риск падения и травмирования персонала при передвижении.;
При обходе было обнаружено обледенение вертикальной лестницы площадки обслуживания фильтр сепаратора. Риск падения с лестницы и получения травмы.;
Посторонние предметы (ветошь) в насосной метанола;
Посторонние предметы в ОН ГПА-16 ст. №223;
Посторонние предметы возле ПОС507.1;
Слетел защитный колпак с ЗРА №13 (м/к) скв.504.1;
Не читаемы направления вращения штурвалов ЗРА скважины 511.1;
Неплотное прилегание скользящей опоры под ЗЛТП скв.514.4;
Заснежена лестница крыльца БВП.;
На пути технологического прохода в слесарной мастерской РММ стоит электрический воздушный компрессор.;
Посторонние предметы на полу в слесарной мастерской (уголок);
На лестничной площадке вход в маслостанцию повреждена табличка (держаться за поручни);
Низкий уровень масла в картере компрессора ВК-2;
В слесарной мастерской над верстаком не работает освещение.;
В помещении лаборатории физической химии обнаружена стеклянная лабораторная посуда со сколом, о которую работники в процессе выполнения анализов могут травмироваться.;
На козырьке над ступеньками главного входа в здание ИТЦ-1 обнаружено нависание снежной шапки, которая падая может травмировать входящих/выходящих людей.;
Отсутствуют бирки с номерами трех ходовых кранов в ТП РММ согласно схемы обвязки теплоузла;
Нарушена целостность заземляющего проводника КИПиА в ТП АБК;
ГРС, наледь на путях передвижения обходного маршрута;
Снег с наледью над входом в курилку на территории РММ;
Установка катодной защиты ПК-31. Наледь на маршевой лестнице, вход в станцию засыпан снегом, доступ ограничен;
Установка катодной защиты ПК-31. Плохой контакт анодной линии;
Металлическая стружка возле сверлильного станка;
Масляные пятна в ремонтной зоне слесарной мастерской;
После распаковки компрессора в РММ, образовалось скопление мусора в рабочей зоне;
Сломан черенок лопаты после чистки снега (острые зазубрины на рукояти);
Склад краски. Обледенение на подходных путях, снег перед входом (доступ ограничен);
Склад краски. Нестабильная работа замка входной двери (доступ затруднен);
СКЗ№2. Посторонние предметы на входе. Отсутствует наружное освещение. Доступ в станцию ограничен из-за снега, снежная шапка над входом в станцию, на первых двух ступенях подъема лёд.;
АГРС, неисправна лампа светильника ВЗГ;
Повышенный шум и вибрация работы вытяжного вентилятора ЩСУ-1;
УКПГ-7 Станция катодной защиты №2, плохо работает запирающий механизм дверцы шкафа;
п. Наледь перед входом ГПА 723.;
Не читаемые бирки обозначений ЗРА на ППГСН.;
Б/Б насосная метанола не достаточное освещение;
наледь на ступенях БПП;
ТКРДиМ БФ/1,3 пропуск по пропарочной линии;
Территория ГП- занесены подходы к пускателчм АВО;
УПТ НС4-пропуск по сальниковому уплотнению;
Загрязнение и пыль на поверхности вентиляционного оборудования П-1 ПВ(ЦРД);
Повреждена пломба на регулировочном винте уставок ДМ-2010 (давление масла выход Н-1 маслонасосная);
Нарушена целостность изоляции трубопровода после кр.№-6 ГПА №-914.;
Территория ГП-не ограждено сигнальной лентой место работы ППУ;
Территория ГП- плозохие подьездные пути и пути следования(обхода) на ГГУ;
ТКРДИМ- аварийный вход со стороны Н4Б/1,2 на на снегозадерживающем козырьке наледь;
"ЗППА- лестничный марш плохо виднеется обозначение""припятствий""";
БППП узел связи ГП- пропуск воды на соединении отопительной батареи;
Неисправен доводчик на двери отсека нагнетателя Т/А №114.;
Отсутствует антигололедное покрытие у пожарного выхода из БППП.;
Наледь на лестнице перед центральным входом в БППП.;
Мусор в арматурном блоке А-1/9 ЦПГ.;
Ослабло крепление доводчика двери ОД ГПА №722.;
УОГ Н1/4- пропуск по плунжеру и нет проходимости по дренажу;
Склад ГСМ дыхательные клапана на Е2/1,2 занесены снегом;
Постороннии предметы в коридоре первого этажа СЭБ;
Скользкая поверхность путей передвижения к БППП;
Не достаточное освещение в ОН ГПА №722;
На полу в помещении мастерской МРУ обнаружены потеки масла под токарном станком САМАТ;
В слесарной мастерской РММ хранится сломанный стул.;
ГПА №624. Неисправен доводчик двери ОД.;
поз №75 не почищенная от снега лестничная площадка;
поз №72 не плотно закрыты гаражные ворота;
П.Г №22 бровка снега после работы снегоуборочной техники;
КГС №115 на въездных воротах плохо закреплена табличка;
КГС №115 на задвижке сорвана табличка с тех.номером;
поз №72 в тепло узле перегорела лампочка;
В здании Инженерного корпуса в кабинете № 146 батарея отопления в холодном состоянии, отсутствует отопления помещения.;
Посторонние предметы в ОН ГПА 726.;
Не достаточное освещение площадки обслуживания уравнемерной колонки К1/2. ЦРД.;
В грунтовой лаборатории, в правой половине здания не уходит вода из раковины по сливу. Нет возможности помыть лабораторную посуду и руки.;
поз.19 (20Р3/1) утратил информативность указатель направления вращения (открыто-закрыто), на штурвале запорной арматуры.;
поз.19 (20Р3/1) посторонние предметы на площадке обслуживания;
поз.19 (20Р3/1) отсутствует датчик температуры (ТБ) и не заглушен термокарман;
Не работает вентиляция в лаборатории.;
От РММ до АБК заметены пешие дорожки, местами к подходам АБК лед;
Установка катодной защиты ПК-141. Заметен подход к станции (доступ ограниен);
Установка катодной защиты ПК-141. Оборван заземляющий проводник дверцы шкафа станции;
Установка катодной защиты ПК-108. Наледь со снегом на площадке перед входом в установку;
Установка катодной защиты ПК-31. Заметен подход к станции (доступ ограниен), отсутствие наружного освещения;
Установка катодной защиты ПК-31. Искрит розетка на станции №1;
Установка катодной защиты ПК719К. Заметен подход к станции (доступ ограниен), Лед на маршевой лестнице и перилах;
Установка катодной защиты ПК719К. Требуется замена однолинейной схемы (попала влага);
Установка катодной защиты ПК719К. Обрыв вязки отходящего от станции кабеля. При сильном порыве ветра возможен обрыв линии;
От порыва ветра под уличной системой оповещения отлетел знак «системы оповещения»;
АБК, в санузле подтекает сифон под раковиной (мокрый пол);
Перед разгрузкой оборудования кран-балкой обнаружен строп полотенце с сильным надрывом;
После чистки снега спецтехникой, образовалась наледь у входа материального склада (риск падения человека);
Оставлена банка с краской в слесарной мастерской;
Раздевалка слесарей-сантехников. Хранение непригодной спецодежды (куртки);
Шкаф хранения слесарного инструмента. Выявлена отвертка с разбитой ручкой;
Моргает уличное освещение РММ над центральным входом;
Слесарная мастерская, не убран на место паяльник, грязная поверхность рабочей зоны;
Загрезнение и пыль на поверхности батареи обогрева БВС раздевалка 2 этаж.;
Загрезнение и пыль на поверхности батарей обогрева склада смазок.;
Посторонние предметы на полу в складе смазок.;
УРДиМ посторонние предметы на площадке обслуживания К401-1.;
Наледь на пути передвижения от проходной ГП к СЭБ. Риск падения работника.;
Наледь на пути передвижения от проходной ГП к БППП. Риск падения работника.;
Наледь на пути передвижения от проходной ГП к БСВ. Риск падения работника.;
Наледь на пути передвижения от проходной ГП к СЭБ. Риск падения работника.;
Наледь на пути передвижения от СЭБ к БВП. Риск падения работника.;
Наледь на ступеньках и перилах лестничного марша СЭБ. Риск падения работника.;
Наледь на ступеньках и подходе к лестничному маршу склада смазок. Риск падения работника.;
Наледь и свисание с крыш сосулек на здании СЭБ.;
Наносы снега на пути передвижения от СЭБ к блок боксу ГСМ.;
Неисправность доводчика двери в операторную.;
Недостаточный уровень масла в лубрикаторе компрессора ВК-1 в компрессорной ЦРДиМ.;
Посторонние предметы в компрессорной ЦРДиМ.;
Гололедица на подходах к ПЭБ;
Повышенный шум и вибрация при работе вентилятора П-1/1 ЦПГ.;
Загрезнение короба вытяжной вентиляции вентилятора ВВ-4-1, ВВ-4-2 ЦПГ.;
Загрезнение короба вытяжной вентиляции вентилятора ВВ-1-1, ВВ-1-2 ЦПГ.;
Наносы снега на пути передвижения от ЦПГ к АВО газа ГП.;
Наносы снега на пути передвижения от ЦПГ к маслостанции.;
Наледь на ступеньках лестницы входа в маслостанцию.;
Занесен снегом подход к шаровому и крану Г-101-701 ППА.;
Занесена снегом поверхность шарового крана Г-102-706 ППА. Невозможность обслуживания.;
Занесена снегом поверхность шарового крана Г-102-715 ППА. Невозможность обслуживания.;
Занесена снегом поверхность шарового крана Г-102-716 ППА. Невозможность обслуживания.;
Занесен снегом подход к шаровому и крану Г-103-719 ППА.;
Занесен снегом подход к шаровому и крану Г-101-717 ППА.;
Перегорели лампы освещения на ППА.;
Занесен снегом подход к шаровому и крану Г-101-719 ППА.;
После завершения работы не убрано рабочее место верстак в БВС.;
Отсутствует нумерация кр.№-27.;
"БППП-перегорела лампана правления""ВЫХОД""";
ТКРДиМ- свищ на пропарочной линии (за Е-4 вход с улицы-у стены);
РВС-нарушено заземление на шланге (заправки ППУ идр.емкостей);
Территория ГП -ПГ№5 отсутствует передник с Ду76 на Ду66;
"Территория ГП- возле Г-506 коллектор ""сухого газа"" поврежден репер направления";
Территория ГП- АВО газа 24/1 вибрация диффузора при работе вентилятора;
КОНГ- ПРИМА 2М -пропуск по соединению на продувочном коллекторе;
нарушена пломба входа в УТЕ;
ТКРДиМ ВХ2А- налепание инея на жалюзи;
ТКПГ-тамбур шлюз сломана ручка(механизм открывани двери);
