Message;Real Risk
"Разряжен газоанализатор ""Анкат-7631М"".";Низкий
"Разряжен газоанализатор ""Колион 1В"".";Низкий
Разряжен газоанализатор ALTAIR зав.№ 00195100.;Низкий
Разряжен газоанализатор ALTAIR.;Низкий
Разряжен газоанализатор ГАНК-4;Низкий
Разряжен газоанализатор СГГ-20 МИКРО №9238;Низкий
Разряжен газоанализатор СГГ-4М.;Низкий
Разряжен газоанализатор СЕАН (зав.№6052);Низкий
Разряжен газоанализатор СЕАН-Н № 6065;Низкий
Разряжен газоанализатор СЕАН-Н №6065;Низкий
Разряжен газоанализатор СЕАН-Н-О2 зав.№ 6191;Низкий
Разряжен переносной газоанализатор Ганк4Ех.;Низкий
Распылитель на ОП-8 трещина в отсеке автоматики ГПА-223;Низкий
Распылитель неисправен огнетушителя ОП-8 в здании БПТГ КЦ-1.;Низкий
Рассыпан щебень на дорожных плитах возле Т-1а - риск спотыкания.;Средний
РВС-не работает освещение при входе в помещение;Низкий
Решетки приточной вентиляции ЦРДиМ занесены. Снижена эффективность приточной вентиляции.;Низкий
РММ (курилка). Выход из строя обогревающего радиатора.;Низкий
РММ (курилка). Необходима замена шланга у огнетушителя, присутствует внешний дефект;Низкий
РММ (курилка). Требуется периодическа проверка огнетушителя.;Низкий
"РММ. Бокс То 2. Недостаточное освещение в смотровой яме №2.
";Низкий
РММ. В некоторых кабинетах отсутствуют дезинфицирующие средства общего пользования.;Низкий
"РММ. После привоза нового оборудования, осуществлена распаковка ""Блок непрерывного дозирования реагентов"". Большое скопление упаковочного материала на выходе из РММ.";Низкий
РММ. Раздевалка монтеров по ЗПТ от коррозии. Не работают 2 светильника.;Низкий
С крыши АБК свисает наледь.В слесарной мастерской №2 хранится бочка с краской.;Средний
С крыши инженерного корпуса в п. Ямбург свисают снежные шапки над крыльцом со стороны входа в здание. Падение обледенелого снега может произойти в момент прохода людей.;Средний
С крыши насосной хозяйственно - пожарного водоснабжения свисают сосульки.;Средний
С крыши ТКДМ над выходом с ВХ-3 свисает глыба льда;Низкий
Сварочный пост. Входной козырёк. Скопление снега.;Низкий
Свешиваются не закреплённые кабеля с кабельной эстакады между УПТи 15ТП-2.;Низкий
Свисает снег с козырьков над входом в ПЭБ;Низкий
Свисание наледи с козырька на входе маслонасосной ДКС.;Средний
Свисание снега и сосулек с крыши ПЭБ, БПТиИГ.;Средний
Свисание снега на козырьке пожарного выхода ЦРМ;Средний
Свисание снега с крыши АБК. В РММ на столе для слесарных работ загрязненная поверхность и наличие посторонних предметов.;Средний
Свисание снега с крыши Азотной станции.;Средний
Свисание снега с крыши ДКУ.;Низкий
Свисают сосульки с крыши ангара ГПА 914 (со стороны ПЭБа).;Средний
Свисающая наледь на козырьке крыши УОГа.;Средний
Свищ на линии простоков ГФУ (между счетчиком и клапаном);Низкий
Сети внутриплощадочные, вход в УПГ наледь на лестничном переходе.;Средний
Сети внутриплощадочные, входа и лестницы здания УЗСП зенесены снегом.;Низкий
Сети внутриплощадочные, входа и площадки на котельной занесены снегом.;Низкий
Сети внутриплощадочные, входа УРДиМ, УПГ, занесены снегом.;Низкий
Сети внутриплощадочные, лестничные переходы и площадки обслуживания на СП-501,СП-502 занесены снегом.;Низкий
Сети внутриплощадочные, на БЕ-3/1,2 площадки обслуживания занесены снегом.;Низкий
Сети внутриплощадочные, на ДЭС-1-3 лестничные переходы и площадки обслуживания занесены снегом.;Низкий
Сети внутриплощадочные, на Е301/а площадки ослуживания занесены снегом.;Низкий
Сети внутриплощадочные, на Е-320 лесничные переходы иплощадки обслуживания занесены снегом.;Низкий
Сети внутриплощадочные, на защитных козырьках входа УРДиМ наледь и снег.;Средний
Сети внутриплощадочные, на П601/1,2 площадки обслуживания занесены снегом.;Низкий
Сети внутриплощадочные, на СП-501,СП-502 лестничные переходы, площадки обслуживания занесены снегом есть наледь.;Средний
Сети внутриплощадочные, площадка обслуживания на Е308 занесена снегом.;Низкий
Сети внутриплощадочные, площадки обслуживания на Е-205, Е208/а занесены снегом.;Низкий
Сети внутриплощадочные,на Е401/а площадки обслуживания занесены снегом.;Низкий
Сети внутриплощадочные,на Е408 площадки обслуживания и лесничные переходы занесены снегом.;Низкий
Сети внутриплощадочные,на УТЕ лестничные переходы и площадки обслуживания зенесены снегом.;Низкий
Склад КИПиА. Отсутствует освещение на входе.;Низкий
Склад красок занесен снегом.;Низкий
Склад метанола. Манометр измерения давления в рабочей емкости. Пропуск по резьбовомусоединению.;Низкий
Склад УМС. После демонтажа оборудования, необходима комплексная уборка помещения.;Низкий
Скользкая дорога с торца БППП.;Средний
Скользкая дорожная плитка возле входа в БППП, существует опасность падения на скользкой поверхности;Средний
Скользкая поверхность в месте высадки персонала.;Средний
Скользкая поверхность подходов к сданию ПЭБ.;Средний
скользкая поверхность поз 2 холодное укрытие т.н 3,4;Средний
Скользкая поверхность прохода с торца поз.4. Возможно падение и травмирование;Средний
"Скользкая поверхность путей передвижения работников по территории УКПГ-1В. 
Не посыпаны песком пути передвижения по ГП и ДКС, а также место высадки пассажиров.";Средний
скользкие полы поз 2 т.н 1,2;Средний
Скользкие полы поз 2 т.н 3,4;Средний
скользкие полы поз 4;Средний
скользкие пути передвижения;Средний
Скользкие пути передвижения по территории УППГ.;Средний
Скользкие пути подхода к центр. входу в СЭБ.;Средний
Скользкий натоптанный снег на лестнице в Водонасосную;Средний
Скользко ( лед ) у подхода к маршрутной лестнице П-1/1,2.;Средний
Скользко перед входной лестницей бб НДиМ;Средний
Скользкое покрытие по маршруту обхода , подходы к площадкам БЕ -501, входа в цех;Средний
Скопление снега на защитном козырьке входной площадки ЦРМ.;Низкий
Скопление снега, наледь на ступенях лестницы слесарной мастерской. Риск травмирования работника при падении.;Средний
"Скопление снега, наледь на ступенях эвакуационной лестницы ""Слесарная БВП"". Риск травмирования работника при падении.";Средний
Слабо закреплено заземление на П-1 УПТИГ-КЦ-2;Низкий
Слабое освещение под КШТ ГПА№523.;Низкий
Слабое освещение.;Низкий
Следы масла в ОД.;Низкий
Следы масла в ОН ГПА.;Низкий
Следы масла в отсеках ГПА.;Низкий
Следы масла в отсеке маслоагрегатов ГПА.;Низкий
Следы масла в поддоне ОД.;Низкий
Следы масла на полу в складе масел поз.22.3.;Низкий
Следы масла под фланцами входного патрубка насоса Н-6 МНЧ.;Низкий
Слетел колпак на конце ЗЛЗП скважины 513.6.;Низкий
Слетел колпак на конце ЗЛТП скважины 513.5.;Низкий
Слетела информационная бирка № 5 на скважине 511.6.;Низкий
Слетела лапка на доводчике входа в СЭБ;Низкий
Сломался доводчик входной двери БППП-2оч.;Низкий
Сломан доводчик входной двери в ПЭБ.;Низкий
Сломан доводчик входной двери ПЭБ (центральный вход, 2-ая дверь тамбура).;Низкий
Сломан доводчик двери на выходе из ЦРМ в сторону АВО газа.;Низкий
Сломан замок двери №3 ,ангара ГПА№ 914.;Низкий
"Сломан навесной замок на калитке АГРС ""Промбаза"".Наледь на ступеньках при входе в РММ.";Средний
Сломан счетчик дозоправки маслом МБН;Низкий
Сломан черенок у лопаты;Низкий
Сломан штурвал задвижки дозоправки маслом МБН;Низкий
Сломан штурвал запорной арматуры №17,1 Ду25 арматурного блока С-1/1 УОГа.;Низкий
Сломан элемент крепления доводчика к двери №1;Низкий
Сломана дверная ручка входной двери ЗПА.;Низкий
Сломана лопата (УППГ-3В);Низкий
Сломана ручка входной, второй двери главного входа в ангар ГПА № 911;Низкий
Сломана ручка двери БОА № 917 (внешняя);Низкий
Сломана ручка на лопате для уборки снега.;Низкий
Сломана ручка управления воздушной заслонки на вентиляционной шахте обогрева ангара ГПА №-912.;Низкий
Сломаны перила площадки обслуживания скв. 3174.;Низкий
Смотровые лючки на входных коллекторах АВО КЦ1 не все закрыты.;Низкий
"Снег , наледь на площадке обслуживания подачи метанола на скважины ( зона ""В"") вероятность падения работника";Средний
Снег в проходе,на площадках БПТГ.;Низкий
Снег в прходе венткамеры БПТГ первой очереди.;Низкий
Снег в торце технологического корпуса;Низкий
Снег и лед на леснице ТКПГ;Средний
Снег и наледь на входной лестнице в КОС.;Средний
Снег и наледь на козырках над входами в УОГ.;Средний
Снег и наледь на козырьках крыши ПЭБа.;Средний
Снег и наледь на козырьках со стороны АВО газа КЦ-2.;Средний
Снег и наледь на ступени переходной лестницы УПТ - ЦРД;Средний
Снег на аварийной лестнице выход с ЦРД 2 этаж.;Низкий
Снег на входе в печи П-1.1,2, арматурный блок;Низкий
Снег на выходах БППП.;Низкий
"Снег на выходе в зону ""В""";Низкий
Снег на козырьках над аварийным выходом с ПЭБ ДКС.;Средний
Снег на козырьке входа в щитовую УПТГ.;Низкий
Снег на крыльце перед входом в 11ТП7.;Низкий
Снег на крыше в здание БВП при входе в слесарную мастерскую.;Средний
Снег на лестнице в торце технологического корпуса;Низкий
Снег на лестнице ПРГСН;Низкий
Снег на лестничном марше ЩСУ АСУ.;Низкий
Снег на переходе к кранам Г107, Г108 со стороны ППА;Низкий
Снег на переходе над шлейфами в зоне В;Низкий
Снег на площадках БПГР.;Низкий
Снег на площадках выходов позиций 1,2 со стороны галереи;Низкий
Снег на площадках обслуживания ГПА 311.;Низкий
Снег на площадках обслуживания ГПА-312.;Низкий
Снег на площадках обслуживания ГПА№221;Низкий
Снег на площадках обслуживания кранов ГПА №216.;Низкий
Снег на площадках обслуживания узла подключения КЦ1,2 ДКС.;Низкий
Снег на площадках обслуживания шлейфов №509,513,514.;Низкий
Снег на площадке входной двери в УОК.;Низкий
Снег на площадке емкости Е-1Б;Низкий
Снег на площадке обслужвания сепараторов. Риск оступится и получить травму на ступеньках из за перемета снега.;Средний
Снег на площадке обслуживания;Низкий
Снег на площадке обслуживания БЭКС на КГС №231 УКПГ-2С.;Низкий
Снег на площадке обслуживания ГПА№223;Низкий
Снег на площадке обслуживания Е-3;Низкий
Снег на площадке обслуживания кранов;Низкий
Снег на площадке обслуживания кранов;Низкий
Снег на площадке обслуживания ПГ-30 (1оч.);Низкий
Снег на площадке обслуживания ПТПГ-30-1,2;Низкий
Снег на площадке обслуживания ПТПГ-30-3,4;Низкий
Снег на площадке осблуживания кранов Г101.13, Г101.12;Низкий
Снег на подступе печи ПГ-1/1;Низкий
Снег на подступе печи ПГ-1/2;Низкий
Снег на подходах к ППГ;Низкий
Снег на подходах к ППГ, УТЕ;Низкий
Снег на подходе к БППП.;Низкий
Снег на подходе к Г-204.;Низкий
Снег на подходе к запасному выходу со 2 эт. БППП;Низкий
Снег на подходе к печам П-1.1,2;Низкий
Снег на полщадках обслуживания ГПУ №211-212;Низкий
Снег на приводах кранов, Узел подключения КЦ №2;Низкий
Снег на приводе крана.;Низкий
Снег на путях передвижения , вход выход с СЭБа, площадки обслуживания БЕ-501-1, БЕ-501-2;Низкий
Снег на путях передвижения и на маршрутных лестницах - УПГ.;Низкий
Снег на путях передвижения.;Низкий
Снег на складе возле емкостей и во входе на склад;Низкий
Снег на ступенях лестницы ГПА №726;Средний
Снег на ступенях лестницы запасного выхода со 2 этажа БППП;Средний
Снег на ступенях лестницы запасного выхода со 2 этажа БППП (УППГ-3В);Низкий
Снег на ступенях лестницы к площадке обслуживания парка метанола;Средний
Снег перед входом в слесарную мастерскую.;Низкий
Снег, наледь на площадке обслуживания П-201-1, П-201-2;Средний
Снег, сугробы перед входом в печь П-1.1 (УППГ-3В);Низкий
Снег, сугробы перед ступенями запасного выхода со 2 эт. техкорпуса в районе Е-4 (УППГ-3В);Низкий
Снег,наледь запасной выход ЦРД(второй этаж возле Н6)-АВО;Средний
"Снег,наледь и свисания снежного массива на козырьках входных групп в блок-боксы ГРС ""Аэропорт"". Возможно травмирование работника при сходе снежной массы.";Средний
Снеговые шапки на крельце ПЭБ.;Низкий
Снежная шапка на светильнике уличного освения 15ТП-21. Черезмерное усилие на кронштейн.;Низкий
Снежные заносы площадки обслуживания воздухосборников В-16.;Низкий
Снежные заносы у входа в СИКГК;Низкий
"Снежные заносы у перехода в ""Склад ЗИП""";Низкий
Снежные заносы у родходов к ГПА, КЦ №1.;Низкий
"Снежные наносы между ""гитарой "" и АВОг.";Низкий
"Снежные наносы на пути обхода по маршруту ""А""";Низкий
Снежные наносы на стабилизаторах пластично-мерзлых грунтах.;Низкий
Снежные наносы у лестниц площадок обслуживания входных кранов АВОг.;Низкий
Снежные перемёты перед проходной КПП.;Низкий
Снежный навес над входом в УЗГ. Возможно травмирование персонала при срыве снежного навеса.;Низкий
Снежный нанос и наледь на площадке обслуживания кранов № 36р и № 36б;Средний
Снежный нанос на площадке обслуживания ОА ГПА № 426.;Низкий
Снежный нанос у лестницы входа в УОГ.;Низкий
Снежный перемёт в районе ППА.;Низкий
Снежный перемёт на кустовой дороге кгс 317.;Низкий
Со стороны ГПА-111 неогражденные буровые шнеки подрядной организации. Вероятность риска травмирования работников.;Средний
Сорвало табличку на двери с торца техкорпуса;Низкий
Сорвана пломба на фланцевом соединении трубопровода насоса Н-12.;Низкий
Сорвана пломба на шаровом кране насоса Н-3.2.;Низкий
Сорвана пломба шарового крана импульсного газа 24 крана.;Низкий
Сорвано заземление корпуса насоса Н-5/1 в блок боксе насосной метанола.;Средний
Сосули на здании ПОРД.;Средний
Сосули на здании ПОРД.;Средний
Сосули на крыше БВП.;Средний
Сосулька на крыше ПОРД, П-1/2;Низкий
Сосульки на козерьке РУ-0,4 УОГ.;Средний
Сосульки на козырьке входной группы в УОГ.;Средний
Сосульки на козырьке крыши УОГ.;Средний
Сосульки на колпаках ПТПГ30-1,2.;Средний
Сосульки на крыше УОГ.;Средний
Сосульки на крыше УПТ;Средний
Сосульки на крыше УПТ (УППГ-3В);Низкий
Сосульки на крыше цеха;Средний
Сосульки на крыше цеха со стороны АВО газа;Средний
Сосульки на крыше ЦРД, наледь на козырьке;Средний
Сосульки над входными дверями 15ТП-2.;Низкий
Станина насоса Н-1Б в масле.;Низкий
Стерлась надпись направления вращения задвижки №15 насоса Н-2а в ЦРМ;Низкий
Стерлась надпись направления вращения на штурвале задвижки №1.3 в УОГ;Низкий
"Стерлась надпись указания ""Открыто-Закрыто"" на штурвале задвижки76.1 в ЦРМ";Низкий
"Стерлась надпись указания направления ""Открыто-Закрыто"" на штурвале задвижки Д5 в ЦРМ";Низкий
Стерлась стрелка направления вращения Г103.19,необходимо обновить.;Низкий
Стойка с технологической схемой расположена в темном месте;Низкий
Стремянка в тамбуре запасного выхода 1 эт. БППП (УППГ-3В);Низкий
СЭБ (поз.34) - Ослабнение крепления перилл на маршевой лестнице.;Низкий
Т.К. подход к Е-4 и Г-204 занесены снегом;Низкий
"Таблички ""в работе/в резерве"" на насосах Н-7/1,2 в ЦРД не соответствуют состоянию оборудования.";Низкий
Талая вода возле дверей в ЦРМ;Низкий
Талая вода на полу в ЦРМ;Средний
Таль в ЦПГ находится не на парковочном месте.;Низкий
Тамбур-шлюз в ЦРД не горит Аварийное освещение;Низкий
Тамбур-шлюз ЦПГ не горит Аварийное освещение;Низкий
Темно в тамбур шлюзе насосной метанола.;Низкий
Температура в рабочих кабинетах третьего этажа Административного здания МСЧ по ул.Таёжная, 32А 9января в 8:40 составляет 13-14градусов. Данный температурный режим не соответствует нормативным, не способствует нормальной работе за компьютером, укутанные в палантины сотрудницы не соответствуют корпоративным требованиям к внешнему виду, а также высок риск простудных заболеваний при длительном нахождении в охлаждённом помещении.;Низкий
Теплоизоляция горячего трубопровода перетока К-1а нарушена . (Возможно травмирование работника).;Низкий
Тепломеханический блок, 2 этаж. В санузле закончилось мыло.;Низкий
Термоклапан в не исправном состоянии на линии приточной вентиляции П3-1 в здании ПЭБ,;Низкий
Территория ГТЭС-72 возле котельной «термакс» на путь передвижения персонала отсутствует противогололедный реагент.;Низкий
"Территория ГТЭС-72.
Не достаточно обработаны противоскользящим материалами пути передвижения.
От ОВК до котельной ""Термакс""";Средний
Территория УКПГ не посыпана песком , возможно травмирование работников.Занесены снегом подходы к УРДиМ.;Низкий
Технологический корпус, Сепаратор С-1.1/2. Нарушена цестность ЛКП люк-лаза;Низкий
Технологический корпус,АР-02 посторонние предметы.;Низкий
Течь теплоносителя в месте установки термометра в обратном контуре системы П-1/2 в помещении приточной венкамеры №1 цеха сепарации газа №3;Низкий
ТК-2, Занесены снегом к площадки обслуживания шаровых кранов.;Низкий
ТК-2. Занесены снегом подходы к площадкам обслуживания шаровых кранов.;Низкий
ТК-3 На пути прохождения персонала по маршруту обхода после прохождения грейдера образовался гололёд. Опасность получения травмы при проскальзывании..;Средний
ТК-5 Заметен снегом подход к пожарному гидранту ПГ-6.;Низкий
ТК-5 Занесен снегом подход к площадке обслуживания ЗРА.;Низкий
ТК-6 Занесен снегом подход к площадке обслуживания ЗРА пожарного водопровода.;Низкий
ТК-6 Занесен снегом подход к пожарному гидранту ПГ-1.;Низкий
ТКДиМ -площадка выхода в сторону АВО - не закреплена поперечная планка перильного ограждения;Низкий
ТКДиМ. Свисание наледи с крыши со стороны АВО газа;Средний
ТКДиМ.разлив масла возле насоса Н-1-1.Скользкая поверхность.;Средний
ТКРДиМ- приточный вентилятор П4/2 отсутствует заземление на корпусе;Средний
"Торчат острые саморезы на обратной стороне табличек безопасности ""Безопасность на лестнице"" закреплённых на перилах лестниц (4 шт.) МКУ-510";Низкий
Трещины на раструбе огнетушителя в отсеке двигателя ГПА-221.;Низкий
У лестницы б\б ЭХЗ на КГС №301 УКПГ-3С нижняя ступенька находится высоко от уровня грунта.;Низкий
У поз.107 пост заземления спец техники заметён снегом.;Низкий
У работников РММ на хранении выявлены 2 каски с просроченным сроком возможности эксплуатации.;Низкий
У склада Б-6 оставлены санки на проходе.;Низкий
"У центрального входа АБК МРУ пришла в негодность памятка ""Безопасность на лестнице""";Низкий
УЗГ не горит Аварийное освещение;Низкий
УЗГ не очищена от снега площадка обслуживания Г-1Х, Г-2Х;Низкий
УЗГ не очищена от снега площадка обслуживания Г-5Х;Низкий
УЗГ(Хорвута) не горит аварийное освещение;Низкий
Узел подключения №2,отсутствует пломба на кране САЗ №24;Низкий
Узел подключения, мелкий мусор возле КР 7а.;Низкий
УЗСП, Н-1/2 посторонние предметы (слесарный иструмент).;Низкий
УЗСП, отсутствует освещение в тамбр-шлюзе.;Низкий
УЗСП, посторонние предметы на станине насоса Н 3-1,2.;Низкий
УЗСП, Ф-1 свищ на отводе под манометр.;Низкий
"УКЗ АГРС ""Промбаза"". Наледь на лестничной площадке перед входом на станцию, риск падения работника на скользкой поверхности. Скопление снега на козырьке станции.";Средний
"УКЗ АГРС ""Промбаза"". Отсутствие освещения на станции";Низкий
"УКЗ АГРС ""Промбаза"". Подходные пути заметены снегом.";Низкий
"УКЗ ГРС ""Аэропорт"". Заметены снегом входные ворота к станции.";Низкий
УКЗ ПК-352. Заметены снегом подходы к станции, наледь на площадке перед входной дверью. Отсутствует наружное освещение. Обрыв одной из вязок на опоре ВЛ ЭХЗ.;Средний
УКПГ-3. СКЗ Д3/4. Обрыв поводка заземления станции №4.;Средний
УКПГ-9,УЗСП свищ на линии промстоков насоса Н-1;Низкий
УМС. Выявлен один из канатных стропов с износом более 40% (присутствуют визуальные дефект). Высокий риск обрыва стропа при погрузочно-разгрузочных работах.;Средний
"УМС. Наличие снега и наледи на путях передвижения.
Пыль на поверхности клемных коробок и электрооборудовании КИПиСА";Средний
УМС. Посторонние предметы на входе теплого бокса.;Низкий
УОГ ВВ-1/1 повреждено заземлние станины крепления короба;Низкий
УОГ запас прочности шпилек фланцевого соединения обратного клапана насоса Н-2 менее 1 витка;Низкий
УОГ запас прочности шпильки фланцевого соединения ЗРА №24х менее 1 витка;Низкий
УОГ запас прочности шпильки фланцевого соединения на линии подачи насоса Н-1/1 менее 1 витка;Низкий
УОГ запас прочности шпильки фланцевого соединения СППК насоса Н-1/2 менее 1 витка;Низкий
УОГ ЗРА № 44 крепление фланцевого соединения шпилька болт;Низкий
УОГ ЗРА № 94 запас прочности шпильки фланцевого соединения менее 1 витка;Низкий
УОГ нависание снега и льда с козырька площадки пож.выхода в сторону УЗГ ,возможно травмирование персонала;Средний
УОГ С.1.3 Метран - уровень пластовый воды, обрыв заземления.;Низкий
УОГ С.1.8 площадка обслуживания, посторонние вещи.;Низкий
"УОГ С-1/10 ЗРА №13,10 не читается направление вращения штурвала "" Открытие-Закрытие""";Низкий
УОГ слабло крепление хомута к опоре трубопровода арматурного блока С-1/13;Низкий
УОГ слабое крепление лопаты на черенкеП.Я.с песком № 21;Низкий
УОГ тепло-узел не достаточное освещение;Низкий
УОК - снег на путях передвижения.;Низкий
УОК - снег на путях передвижения.;Низкий
УОК отсутствует освещение;Низкий
УОК, занесена снегом площадка входной двери.;Низкий
"УП № 1 ДКС; просрочен срок проверки огнетушителя.";Низкий
Упаковочные материалы на складе поз. 82;Низкий
УПГ, на Г-201/9 оборвано заземление (БУП).;Средний
УПГ, С201-3 нарушена сплошная опозновательная окраска технологического трубопровода.;Низкий
УПГ, С201-4 нарушена сплошная опозновательная окраска технологического трубопровода.;Низкий
УПГ, снег в тамбур щлюзах входа в цех с улицы.;Низкий
УПГ,наледь на лестнице ,вход в цех со стороны ЗПА.;Средний
УПТИГ 2 очереди ДКС, нарушение элементов заземления на приборе Суперфлоу.;Низкий
УРДиМ не убраны пропарочные линии .;Низкий
УРДиМ, ВХ-302 занесены снегом.;Низкий
УРДиМ, грязные полы возле К-401/1.;Низкий
УРДиМ, К301-1 несоответствие нумерации ЗРА.;Низкий
УРДиМ, Н-303/2 на монометре отсутствует указатель максимального рабочего давления.;Низкий
УРДиМ, Н306/2, посторонние предметы (ветошь, мусор);Низкий
УРДиМ, Н-407/1,2 фланцевые соединения на метанолопроводах сорваны плобы.;Низкий
УРДиМ, на ВХ-401/1,2 наледь и снег.;Средний
УРДиМ, на Е-412 устарела схема включения.;Низкий
УРДиМ, на И-401/1,2 устарели частично отсутствуют (стрелки) направление потока жидкости.;Низкий
УРДиМ, на насосном оборудовании отводы для отбора проб со свободными концами.;Низкий
УРДиМ, наледь и снег на ВХ-302, ВХ-401.;Средний
УРДиМ, отсуствует освещение в тамбур-шлюзе.;Низкий
УРДиМ, посторонние предметы (слесарный инструмент) возле Н306/3.;Низкий
УРДиМ, тамбур-шлюз, неисправен доводчик на двери.;Низкий
УРДиМ, техническая пыль вокруг воздуховодов приточной вентиляции(в районе К301-1).;Низкий
УРДиМ,грязные полы возле К401/2.;Низкий
УРДиМ,загрязненные полы Ф401/1,2.;Низкий
УРДиМ,на ВХ-401 площадка занесена снегом.;Низкий
УРДиМ,тамбур-шлюзе отсутствует освещение.;Низкий
УРДиМ,Ф-302/1,2 грязные полы.;Низкий
УРДМ, ВХ-302 помещение занесено снегом.;Низкий
УРДМ, К 301-1,2 нечитаемость технологической схемы включения.;Низкий
УРДМ, К301-1 пропуск ДЭГа поштоку задвижки Зд 1-1.;Низкий
Устарела информационная табличка на Е-401;Низкий
УТЕ - Снег на путях передвижения.;Низкий
УТЕ - Снег на путях передвижения.;Низкий
Утеряна табличка с параметрами, сроками службы, НВО, ГИ воздушного холодильника ВХ-1К;Низкий
Утеряна табличка с параметрами, сроками службы, НВО, ГИ теплообменника Т-1р/1;Низкий
Утечка воды по резьбовому соединению батареи отопления каб. №12 (бытовое помещение) административного здания «Вахта-80» ВЗИС СРТ п. Ямбург (инв. № 10000786). Риск проскальзывания работников.;Средний
Утечка воздуха КИП на КСП С-1/10;Низкий
Утечка воздуха КИП на ПОРМ (П1А/2);Низкий
Утечка воздуха по штоку зад.№1во ГПУ№511.;Низкий
Утечка жидкости по сальниковому уплотнению насоса Н-9;Низкий
Утечка по фланцевому соединению трубопровода горячего воздуха обогрева отсека двигателя ГПУ-215.;Низкий
УТОБТДА. Не исправен светильник 36В над сверлильно-фрезерным станком;Средний
УЭМПГ и ГРС. Обходной маршрут слесаря-сантехника. Подход к пожарному гидранту заметен снегом.;Низкий
УЭМПГиГРС, снег на подходах к пожарным гидрантам.;Низкий
Фиксирующий хомут трубопровода выхода ВМР С-1/1 УОГ ослаблен.;Низкий
Фиксирующий хомут трубопровода подачи воды на охлождение Компресора воздуха сломан.;Низкий
Фиксирующий хомут трубопровода подачи метанола на кусты газовых скважин ЗПА (возле шлейфа к.114) ослаблен.;Низкий
Фланцевое соединение ЗА №Е4/46 с трубопроводом Ду50 технологической обвязки Е-4 ЦРДиМ имеет запас прочности менее 1 витка.;Низкий
Фланцевое соединение с трубопроводом технологической обвязки Е-4 ЦРДиМ имеет запас прочности менее 1 витка.;Низкий
Харвутинский купол. Обход станций. Установка катодной защиты №19. Нет доступа на станцию, ключ сломан, дверь заблокирована.;Низкий
Харвутинский купол. Обход станций. Установка катодной защиты №21.Обледенение входной площадки (риск падения человека). Въездные ворота заметены снегом. Перегорела лампа наружного освещена.;Средний
Харвутинский купол. УКЗ №17. Просели створки входных дверей на станцию. Для открытия требуется приложить усилия.;Низкий
Хорвутинский купол. УКЗ №4, ВЛ 48 ЭХЗ, обрыв вязки опоры №8.;Низкий
"Цветографически не обозначен порог аварийного выхода поз 4 со стороны ДКС.
Существует риск падения работника в результате спотыкания об малозаметное препятствие.";Средний
Цех основного производства (поз.2). Наледь на маршевой лестнице глваного входа.;Средний
ЦПГ - 1 Наличие снега на путях передвижения.;Низкий
ЦПГ -1 Посторонние предметы на площадках обслуживания Р-1\1.;Низкий
ЦПГ 2 наносы снега на стабилизаторы мёрзлых грунтов.;Низкий
ЦПГ и ЦРД, занесены снегом (после метели) пожарные выходы.;Низкий
"ЦПГ на лестничной группы возле Е-5, отсутсвует разметка безопасности "" Перепад по высоте"". (Возможно травмирование персонала).";Низкий
ЦПГ отсутствует инф. табличка на входе;Низкий
ЦПГ тамбур-шлюз не горит Аварийное освещение;Низкий
"ЦПГ тепло-узел П-1/2 отсутствует табличка ""РЕЗЕРВ""";Низкий
ЦПГ тех. модуль А-1/2 не достаточное освещение рабочей зоны;Низкий
ЦПГ центральный проход отсутствует освещение;Низкий
